"ID","year","fed","sta","mun","tot","fPI","sPI","mPI","tPI","fUS","sUS","mUS","tUS","icms_e","icms_e1","agr","ind","ser","pop","inc","arpa","comp","ama","cer","caa","mat","pan","pam"
"RJ",1996,6.02393179,3.11040521,0.48442021,9.61875721,3.03884333,1.87589487,0.03976686,4.95450506,2.98508845,1.23451035,0.44465335,4.66425215,0,0,0.94734996,36.55402734,62.4986227,56.42610015,9.56501429,0,0,0,0,0,1,0,0
"RJ",1997,6.02468555,3.11040521,0.48442021,9.61951097,3.03884333,1.87589487,0.03976686,4.95450506,2.98584222,1.23451035,0.44465335,4.66500591,0,0,0.84127888,36.47085906,62.68786207,57.05469839,9.55262591,0,0,0,0,0,1,0,0
"RJ",1998,6.43213027,3.11040521,0.48442021,10.0269557,3.44519167,1.87589487,0.03976686,5.3608534,2.98693861,1.23451035,0.44465335,4.6661023,0,0,0.83822187,35.53726328,63.62451485,57.58398292,9.53836564,0,0,0,0,0,1,0,0
"RJ",1999,6.46015666,3.11040521,0.50353845,10.07410033,3.44519167,1.87589487,0.04312455,5.36421108,3.01496499,1.23451035,0.46041391,4.70988924,0,0,0.77835513,41.6832354,57.53840948,58.11408818,9.50393121,0,0,0,0,0,1,0,0
"RJ",2000,6.46863081,3.11040521,0.56632943,10.14536546,3.44519167,1.87589487,0.04335296,5.3644395,3.02343915,1.23451035,0.52297647,4.78092597,0,0,0.72009044,45.8390615,53.44084806,58.64608746,9.40482064,0,0,0,0,0,1,0,0
"RJ",2001,6.4824727,3.91069901,0.8398094,11.23298111,3.44519167,1.87589487,0.06178596,5.3828725,3.03728103,2.03480414,0.77802344,5.85010861,0,0,0.69212262,46.54782246,52.76005492,61.27577542,9.53103392,0,0,0,0,0,1,0,0
"RJ",2002,9.92743404,5.74036565,0.86559733,16.53339701,3.44519167,3.03313107,0.08739116,6.5657139,6.48224237,2.70723457,0.77820617,9.96768311,0,0,0.54363557,24.31427225,75.14209218,61.97416179,9.49944097,0,1,0,0,0,1,0,0
"RJ",2003,9.92743404,5.74036565,0.96545989,16.63325957,3.44519167,3.03313107,0.08739116,6.5657139,6.48224237,2.70723457,0.87806873,10.06754567,0,0,0.55329779,26.0600483,73.38665391,62.62504206,9.7449967,0,1,0,0,0,1,0,0
"RJ",2004,9.95884095,5.74493392,0.98236294,16.68613781,3.46239123,3.03313107,0.09810377,6.59362608,6.49644971,2.71180285,0.88425917,10.09251173,0,0,0.60038725,28.90545036,70.49416239,63.99139272,9.52213314,0,1,0,0,0,1,0,0
"RJ",2005,9.96304377,5.91284938,0.9633589,16.83925205,3.46239123,3.03313107,0.09810377,6.59362608,6.50065253,2.87971831,0.86525513,10.24562597,0,0,0.51453538,30.20261357,69.28285105,64.74755496,9.7130673,0,1,0,0,0,1,0,0
"RJ",2006,10.00206313,5.91284938,0.96550599,16.8804185,3.5014106,3.03313107,0.10025086,6.63479253,6.50065253,2.87971831,0.86525513,10.24562597,0,0,0.49269269,32.76514716,66.74216016,65.49806041,9.88283687,0,1,0,0,0,1,0,0
"RJ",2007,10.00976068,7.61636424,1.28510273,18.91122765,3.5014106,3.04213058,0.09673329,6.64027447,6.50835008,4.57423366,1.18836944,12.27095318,0,0,0.38830808,29.8915541,69.72013782,64.90315038,10.15761092,0,1,0,0,0,1,0,0
"RJ",2008,10.23933949,8.14103129,1.28953396,19.66990474,3.71552579,3.91131401,0.10116452,7.72800432,6.5238137,4.22971728,1.18836944,11.94190042,0,1,0.43604955,31.55820827,68.00574218,66.80552825,10.62051937,0,1,0,0,0,1,0,0
"RJ",2009,10.24189773,8.43714707,1.45602485,20.13506965,3.71552579,4.18975056,0.21523442,8.12051077,6.52637194,4.24739652,1.24079043,12.01455888,1,1,0.49444806,26.34645042,73.15910152,67.38664144,10.74607079,0,1,0,0,0,1,0,0
"SP",1991,3.62201631,9.75719538,0.01077661,13.38998829,0.11283869,2.49528233,0.01077661,2.61889763,3.50917762,7.26191304,0,10.77109066,0,0,4.65070999,45.05309647,50.29619354,132.95531072,10.23949419,0,0,0,1,0,1,0,0
"SP",1992,3.64288063,9.77194825,0.08496802,13.4997969,0.11283869,2.51003521,0.01077661,2.6336505,3.53004194,7.26191304,0.07419141,10.86614639,0,0,4.30055281,42.80941675,52.89003044,135.21606144,10.01718587,0,0,0,1,0,1,0,0
"SP",1993,3.6429612,9.78719944,0.08496802,13.51512866,0.11283869,2.5252864,0.01077661,2.64890169,3.53012251,7.26191304,0.07419141,10.86622697,0,1,3.72604158,40.02886278,56.24509564,137.63743302,9.60418816,0,0,0,1,0,1,0,0
"SP",1994,3.64375887,9.796703,0.08496802,13.52542989,0.11283869,2.53478996,0.01077661,2.65840525,3.53092018,7.26191304,0.07419141,10.86702464,1,1,5.53765481,43.75324055,50.70910464,139.76463045,10.03310013,0,0,0,1,0,1,0,0
"SP",1995,3.79324554,9.796703,0.08496802,13.67491656,0.11283869,2.72045381,0.01077661,2.8440691,3.68040685,7.0762492,0.07419141,10.83084746,1,1,5.14867604,42.14838913,52.70293483,141.83903537,10.46172493,0,0,0,1,0,1,0,0
"SP",1996,3.79324554,9.796703,0.08496802,13.67491656,0.11283869,2.72045381,0.01077661,2.8440691,3.68040685,7.0762492,0.07419141,10.83084746,1,1,4.21426715,42.2027881,53.58294475,143.60466117,10.78283012,0,0,0,1,0,1,0,0
"SP",1997,3.84953005,9.796703,0.08496802,13.73120107,0.11283869,2.72045381,0.01077661,2.8440691,3.73669136,7.0762492,0.07419141,10.88713197,1,1,4.6025536,41.33112358,54.06632281,146.26939261,10.75553947,0,0,0,1,0,1,0,0
"SP",1998,3.84953005,11.32247579,0.08842056,15.2604264,0.11283869,2.75688479,0.01422915,2.88395262,3.73669136,8.565591,0.07419141,12.37647378,1,1,5.32351385,39.88488969,54.79159646,148.50789497,10.9547942,0,0,0,1,0,1,0,0
"SP",1999,3.85393335,11.32259262,0.08842056,15.26494653,0.11283869,2.75700162,0.01422915,2.88406945,3.74109467,8.565591,0.07419141,12.38087708,1,1,4.71276764,39.91246537,55.37476699,150.74985286,10.66320538,0,0,0,1,0,1,0,0
"SP",2000,3.85470685,11.32259262,0.08842056,15.26572003,0.11283869,2.75700162,0.01422915,2.88406945,3.74186817,8.565591,0.07419141,12.38165058,1,1,4.08795439,42.70466909,53.20737652,152.99984136,10.31237176,0,0,0,1,0,1,0,0
"SP",2001,3.85740201,12.34036777,0.25171387,16.44948365,0.11283869,2.75700162,0.01435001,2.88419031,3.74456332,9.58336616,0.23736386,13.56529334,1,1,6.45958829,41.32532207,52.21508964,158.38216829,10.57977357,0,0,0,1,0,1,0,0
"SP",2002,3.87036617,12.41967555,0.25205631,16.54209803,0.11888164,2.80815727,0.01469245,2.94173136,3.75148453,9.61151828,0.23736386,13.60036667,1,1,2.6595346,30.21303556,67.12742984,160.68712532,10.45196101,0,1,0,1,0,1,0,0
"SP",2003,3.87041854,12.47071199,0.25558136,16.59671189,0.11888164,2.80815727,0.0182175,2.94525642,3.7515369,9.66255471,0.23736386,13.65145547,1,1,2.49771108,31.58725084,65.91503808,162.92449548,10.40760455,0,1,0,1,0,1,0,0
"SP",2004,3.89558142,12.47071199,0.25558136,16.62187477,0.13973791,2.80815727,0.0182175,2.96611268,3.75584351,9.66255471,0.23736386,13.65576209,1,1,2.17604733,33.8330488,63.99090387,167.62125641,10.2078336,0,1,0,1,0,1,0,0
"SP",2005,3.8957466,12.47071199,0.25705987,16.62351845,0.13973791,2.80815727,0.01969601,2.96759119,3.75600869,9.66255471,0.23736386,13.65592726,1,1,1.84098609,31.69719815,66.46181577,170.22055596,10.66096182,0,1,0,1,0,1,0,0
"SP",2006,3.89595608,12.60199665,0.29331762,16.79127035,0.13973791,2.87616327,0.01969601,3.03559719,3.75621818,9.72583337,0.27362161,13.75567316,1,1,2.15837356,30.13582346,67.70580298,172.80036819,10.87008342,0,1,0,1,0,1,0,0
"SP",2007,3.89595608,12.60199665,0.29331762,16.79127035,0.13973791,2.87616327,0.01990953,3.03581071,3.75621818,9.72583337,0.27340809,13.75545964,1,1,1.96780764,29.61928474,68.41290762,167.63112213,11.13199155,0,1,0,1,0,1,0,0
"SP",2008,3.89595608,13.59701972,0.29331762,17.78629343,0.13973791,3.50009064,0.01990953,3.65973808,3.75621818,10.09692908,0.27340809,14.12655535,1,1,1.44842722,29.52204891,69.02952386,172.61475895,12.32513924,0,1,0,1,0,1,0,0
"SP",2009,3.89595608,13.59733396,0.29331762,17.78660767,0.13973791,3.50009064,0.01990953,3.65973808,3.75621818,10.09724331,0.27340809,14.12686958,1,1,1.61997094,29.04259288,69.33743618,174.18217822,12.67447302,0,1,0,1,0,1,0,0
"PR",1991,2.62068359,0.26878038,0.02079697,2.91026094,1.13694427,0.18235632,0,1.31930059,1.48373932,0.08642406,0.02079697,1.59096034,0,1,8.2174277,47.25807127,44.52450103,35.55997116,5.79794276,0,0,0,0,0,1,0,0
"PR",1992,2.62068359,5.24439294,0.02079697,7.8858735,1.13694427,0.19023358,0,1.32717785,1.48373932,5.05415936,0.02079697,6.55869564,1,1,8.4735772,43.02333833,48.50308446,35.82330656,5.74945904,0,0,0,0,0,1,0,0
"PR",1993,2.62068359,5.24439294,0.02079697,7.8858735,1.13694427,0.19023358,0,1.32717785,1.48373932,5.05415936,0.02079697,6.55869564,1,1,9.99793427,42.55864284,47.44342289,36.14580255,5.62848211,0,0,0,0,0,1,0,0
"PR",1994,2.62556046,5.29258972,0.02079697,7.93894715,1.13694427,0.23801392,0,1.37495819,1.48861619,5.0545758,0.02079697,6.56398896,1,1,15.18311101,40.87579194,43.94109705,36.41196213,6.11353753,0,0,0,0,0,1,0,0
"PR",1995,2.62556046,5.29258972,0.0208923,7.93904248,1.13694427,0.23801392,9.533e-05,1.37505352,1.48861619,5.0545758,0.02079697,6.56398896,1,1,9.1606905,41.12914495,49.71016455,36.6715137,6.37093137,0,0,0,0,0,1,0,0
"PR",1996,2.62556046,5.43014572,0.0208923,8.07659848,1.13694427,0.24202279,9.533e-05,1.37906239,1.48861619,5.18812293,0.02079697,6.69753609,1,1,13.01920315,39.14832313,47.83247372,37.8963057,6.40624929,0,0,0,0,0,1,0,0
"PR",1997,4.37564171,5.43899635,0.0208923,9.83553035,1.53399891,0.25087342,9.533e-05,1.78496766,2.8416428,5.18812293,0.02079697,8.05056269,1,1,14.03535144,38.131063,47.83358556,38.47886675,6.66931666,0,0,0,0,0,1,0,0
"PR",1998,4.37564171,5.47202063,0.0208923,9.86855463,1.53399891,0.28123849,9.533e-05,1.81533274,2.8416428,5.19078213,0.02079697,8.05322189,1,1,14.00216034,37.49485349,48.50298616,38.9696186,6.69252203,0,0,0,0,0,1,0,0
"PR",1999,4.37950508,5.47179484,0.0208923,9.87219222,1.53399891,0.28123849,9.533e-05,1.81533274,2.84550617,5.19055635,0.02079697,8.05685948,1,1,14.11079715,39.71073809,46.17846476,39.46113226,6.82986059,0,0,0,0,0,1,0,0
"PR",2000,4.38059886,5.55704484,0.0208923,9.958536,1.53399891,0.2924523,9.533e-05,1.82654654,2.84659995,5.26459254,0.02079697,8.13198946,1,1,13.66319937,41.26859396,45.06820667,39.95440947,6.75654616,0,0,0,0,0,1,0,0
"PR",2001,4.53187735,5.62148282,0.0208923,10.17425247,1.65943296,0.35689028,9.533e-05,2.01641857,2.87244438,5.26459254,0.02079697,8.15783389,1,1,13.02576875,43.80515012,43.16908113,40.80427072,7.02941965,0,0,0,0,0,1,0,0
"PR",2002,4.53207302,5.64621842,0.0208923,10.19918374,1.65943296,0.38162587,9.533e-05,2.04115417,2.87264006,5.26459254,0.02079697,8.15802957,1,1,10.64989575,29.0245679,60.32553635,41.2390397,7.20613594,0,1,0,0,0,1,0,0
"PR",2003,4.53207302,5.64621842,0.0208923,10.19918374,1.65943296,0.38162587,9.533e-05,2.04115417,2.87264006,5.26459254,0.02079697,8.15802957,1,1,13.05610274,28.27242614,58.67147112,41.69722291,7.25597699,0,1,0,0,0,1,0,0
"PR",2004,4.53334242,5.64621842,0.0208923,10.20045313,1.65943296,0.38162587,9.533e-05,2.04115417,2.87390945,5.26459254,0.02079697,8.15929896,1,1,11.55181336,30.13952509,58.30866156,42.65905411,7.48494648,0,1,0,0,0,1,0,0
"PR",2005,4.56627136,5.64621842,0.0208923,10.23338208,1.69236191,0.38162587,9.533e-05,2.07408311,2.87390945,5.26459254,0.02079697,8.15929896,1,1,8.45239741,30.14537008,61.40223252,43.19134801,7.76313384,0,1,0,0,0,1,0,0
"PR",2006,5.26843613,5.66878149,0.0208923,10.95810992,2.39452667,0.40418895,9.533e-05,2.79881096,2.87390945,5.26459254,0.02079697,8.15929896,1,1,8.25348522,29.04785382,62.69866096,43.71966028,7.66649479,0,1,0,0,0,1,0,0
"PR",2007,5.26843613,5.71270348,0.0208923,11.00203191,2.39452667,0.44811094,9.533e-05,2.84273294,2.87390945,5.26459254,0.02079697,8.15929896,1,1,8.55895737,27.68364917,63.75739346,43.28666746,7.72592191,0,1,0,0,0,1,0,0
"PR",2008,5.26843613,5.71270348,0.0208923,11.00203191,2.39452667,0.44811094,9.533e-05,2.84273294,2.87390945,5.26459254,0.02079697,8.15929896,1,1,9.41196296,26.64951143,63.93852561,44.57319171,8.32946031,0,1,0,0,0,1,0,0
"PR",2009,5.26851139,5.72812685,0.0208923,11.01753054,2.39452667,0.46353431,9.533e-05,2.85815631,2.87398471,5.26459254,0.02079697,8.15937422,1,1,7.70388034,28.16505092,64.13106874,44.97757649,8.43467595,0,1,0,0,0,1,0,0
"SC",1991,0.66270209,1.10793032,0.00350965,1.77414206,0.54724938,1.10793032,0,1.6551797,0.11545271,0,0.00350965,0.11896236,0,0,11.65176874,45.68663062,42.66160064,19.11689694,7.71720924,0,0,0,0,0,1,0,0
"SC",1992,0.83340541,1.10793032,0.00350965,1.94484537,0.62951518,1.10793032,0,1.7374455,0.20389023,0,0.00350965,0.20739987,0,0,12.68909781,48.37370042,38.93720177,19.42109254,7.80289688,0,0,0,0,0,1,0,0
"SC",1993,0.83427237,1.10793032,0.02455707,1.96675977,0.62951518,1.10793032,0,1.7374455,0.20475719,0,0.02455707,0.22931427,0,0,11.58066524,49.0739467,39.34538806,19.77047092,7.92347659,0,0,0,0,0,1,0,0
"SC",1994,0.83427237,1.10850482,0.02455707,1.96733426,0.62951518,1.10850482,0,1.73802,0.20475719,0,0.02455707,0.22931427,0,0,18.03369968,45.09253992,36.87376039,20.06740613,8.22493891,0,0,0,0,0,1,0,0
"SC",1995,0.83427237,1.10850482,0.02455707,1.96733426,0.62951518,1.10850482,0,1.73802,0.20475719,0,0.02455707,0.22931427,0,0,15.10000414,44.45542109,40.44457477,20.35697153,8.36052184,0,0,0,0,0,1,0,0
"SC",1996,0.88667681,1.10850482,0.02455707,2.0197387,0.62951518,1.10850482,0,1.73802,0.25716163,0,0.02455707,0.2817187,0,0,13.64603038,45.71723224,40.63673737,20.51952008,8.70194466,0,0,0,0,0,1,0,0
"SC",1997,0.88670815,1.10850482,0.44423129,2.43944425,0.62951518,1.10850482,0,1.73802,0.25719297,0,0.44423129,0.70142426,0,0,12.83587833,45.89716817,41.2669535,20.86926043,8.87363923,0,0,0,0,0,1,0,0
"SC",1998,0.89254711,1.10850482,0.44423129,2.44528322,0.62951518,1.10850482,0,1.73802,0.26303193,0,0.44423129,0.70726322,0,0,12.85000625,45.39397655,41.7560172,21.16388494,9.13139354,0,0,0,0,0,1,0,0
"SC",1999,0.89332007,1.10850482,0.44423129,2.44605617,0.62951518,1.10850482,0,1.73802,0.26380489,0,0.44423129,0.70803618,0,0,13.880322,46.61017253,39.50950547,21.45896823,8.98830225,0,0,0,0,0,1,0,0
"SC",2000,1.25528152,1.10850482,0.44423129,2.80801762,0.62951518,1.10850482,0,1.73802,0.62576634,0,0.44423129,1.06999763,0,0,13.77381713,48.63235897,37.5938239,21.75510796,8.96130765,0,0,0,0,0,1,0,0
"SC",2001,1.31005706,1.10850482,0.44423129,2.86279316,0.62951518,1.10850482,0,1.73802,0.68054188,0,0.44423129,1.12477317,0,0,13.48446812,49.41814917,37.09738271,22.93330298,9.18149121,0,0,0,0,0,1,0,0
"SC",2002,1.32386584,1.10850482,0.44423129,2.87660195,0.62951518,1.10850482,0,1.73802,0.69435066,0,0.44423129,1.13858195,0,0,9.00335244,33.36717404,57.62947352,23.26568573,9.31926032,0,1,0,0,0,1,0,0
"SC",2003,1.32386584,1.12263741,0.44423129,2.89073454,0.62951518,1.12263741,0,1.75215259,0.69435066,0,0.44423129,1.13858195,0,0,10.82125383,32.88368603,56.29506014,23.60040444,9.35369654,0,1,0,0,0,1,0,0
"SC",2004,1.92551935,1.13447201,0.4455683,3.50555967,1.22880804,1.13447201,0.00133701,2.36461706,0.69671132,0,0.44423129,1.14094261,0,0,9.70433145,35.92807669,54.36759186,24.30306287,9.29871306,0,1,0,0,0,1,0,0
"SC",2005,2.06000354,1.20411132,0.4455683,3.70968315,1.36293708,1.20411132,0.00133701,2.56838541,0.69706646,0,0.44423129,1.14129775,0,0,8.34715202,33.94442994,57.70841803,24.69192514,9.84036383,0,1,0,0,0,1,0,0
"SC",2006,2.06000354,1.20411132,0.44569364,3.7098085,1.36293708,1.20411132,0.00146235,2.56851075,0.69706646,0,0.44423129,1.14129775,0,0,6.92145753,34.46297719,58.61556528,25.07787484,9.83631343,0,1,0,0,0,1,0,0
"SC",2007,2.06000354,1.22011363,0.44590255,3.72601972,1.36293708,1.22011363,0.00167126,2.58472197,0.69706646,0,0.44423129,1.14129775,0,0,7.21814689,35.72129236,57.06056075,24.69059512,9.93333963,0,1,0,0,0,1,0,0
"SC",2008,2.12846252,1.22011363,0.44677996,3.79535611,1.36293708,1.22011363,0.00254867,2.58559938,0.76552544,0,0.44423129,1.20975673,0,0,8.03694185,34.42601458,57.53704357,25.47486454,10.69367459,0,1,0,0,0,1,0,0
"SC",2009,2.13537735,1.15879929,0.44677996,3.7409566,1.36293708,1.15879929,0.00254867,2.52428504,0.77244027,0,0.44423129,1.21667156,0,0,8.15416641,32.83592725,59.00990633,25.75330996,10.67295002,0,1,0,0,0,1,0,0
"RS",1991,0.2003729,0.28255754,0.00064956,0.48358,0.18286104,0.28255754,0.00064956,0.46606814,0.01751185,0,0,0.01751185,0,0,11.27302388,40.62636074,48.10061538,38.46394613,6.4441882,0,0,0,0,0,1,0,1
"RS",1992,1.36257759,0.28255754,0.00073829,1.64587343,0.21631215,0.28255754,0.00073829,0.49960799,1.14626544,0,0,1.14626544,0,0,10.79708421,42.67020651,46.53270928,38.92915403,6.94529611,0,0,0,0,0,1,0,1
"RS",1993,1.36257759,0.28255754,0.00073829,1.64587343,0.21631215,0.28255754,0.00073829,0.49960799,1.14626544,0,0,1.14626544,0,0,10.39736597,46.07861184,43.52402219,39.43983091,7.50167582,0,0,0,0,0,1,0,1
"RS",1994,1.36257759,0.28255754,0.02574449,1.67087962,0.21631215,0.28255754,0.00126362,0.50013332,1.14626544,0,0.02448087,1.17074631,0,0,14.36803772,44.44261704,41.18934524,39.88319872,7.64899433,0,0,0,0,0,1,0,1
"RS",1995,1.36262729,0.28255754,0.02574449,1.67092932,0.21631215,0.28255754,0.00126362,0.50013332,1.14631513,0,0.02448087,1.170796,0,0,14.22408378,36.6935083,49.08240792,40.31556441,7.88415112,0,0,0,0,0,1,0,1
"RS",1996,1.36331234,0.28255754,0.02591486,1.67178474,0.21631215,0.28255754,0.001434,0.50030369,1.14700019,0,0.02448087,1.17148105,0,0,13.7517514,36.60086908,49.64737952,40.55164703,8.12831017,0,0,0,0,0,1,0,1
"RS",1997,1.36387316,0.48926948,0.02591486,1.8790575,0.21631215,0.30343567,0.001434,0.52118182,1.14756101,0.18583381,0.02448087,1.35787568,0,1,12.30290489,39.57532188,48.12177324,41.08795625,8.02773262,0,0,0,0,0,1,0,1
"RS",1998,1.36513323,0.97172748,0.09529684,2.43215755,0.21631215,0.29984358,0.00361694,0.51977267,1.14882108,0.6718839,0.0916799,1.91238488,1,1,13.45769621,36.65829052,49.88401327,41.529127,8.41320251,0,0,0,0,0,1,0,1
"RS",1999,1.36608449,0.97172748,0.09827487,2.43608684,0.21631215,0.29984358,0.00504383,0.52119957,1.14977234,0.6718839,0.09323103,1.91488727,1,1,13.29005963,37.49782413,49.21211624,41.97098801,8.25888007,0,0,0,0,0,1,0,1
"RS",2000,1.36615193,0.97172748,0.1071486,2.44502802,0.21631215,0.29984358,0.00504383,0.52119957,1.14983978,0.6718839,0.10210477,1.92382845,1,1,11.94927345,40.97366423,47.07706232,42.41442737,8.2589121,0,0,0,0,0,1,0,1
"RS",2001,1.36672695,0.97172748,0.1071486,2.44560304,0.21631215,0.29984358,0.00504383,0.52119957,1.1504148,0.6718839,0.10210477,1.92440347,1,1,14.4722288,39.98966695,45.53810425,43.39322052,8.51783537,0,0,0,0,0,1,0,1
"RS",2002,1.3670819,1.00724373,0.1071486,2.48147423,0.21631215,0.33535983,0.00504383,0.55671581,1.15076975,0.6718839,0.10210477,1.92475842,1,1,10.04436365,27.98042502,61.97521133,43.80872948,8.59263035,0,1,0,0,0,1,0,1
"RS",2003,1.3670819,1.00724373,0.1071486,2.48147423,0.21631215,0.33535983,0.00504383,0.55671581,1.15076975,0.6718839,0.10210477,1.92475842,1,1,12.81561293,28.13973744,59.04464963,44.23994192,8.64154054,0,1,0,0,0,1,0,1
"RS",2004,1.3670819,1.00724373,0.10884881,2.48317444,0.21631215,0.33535983,0.00674404,0.55841602,1.15076975,0.6718839,0.10210477,1.92475842,1,1,10.58824387,31.46998676,57.94176937,45.14515891,8.68593456,0,1,0,0,0,1,0,1
"RS",2005,1.36762142,1.06403607,0.11074424,2.54240174,0.21681618,0.3419193,0.00682923,0.5655647,1.15080525,0.72211677,0.10391501,1.97683703,1,1,7.08286111,30.28016287,62.63697602,45.6461216,8.8766682,0,1,0,0,0,1,0,1
"RS",2006,1.36762142,1.06403607,0.11074424,2.54240174,0.21681618,0.3419193,0.00682923,0.5655647,1.15080525,0.72211677,0.10391501,1.97683703,1,1,9.2697866,28.1341605,62.59605289,46.14332994,8.5299153,0,1,0,0,0,1,0,1
"RS",2007,1.3677705,1.06403607,0.11509592,2.5469025,0.21681618,0.3419193,0.01108862,0.5698241,1.15095432,0.72211677,0.1040073,1.9770784,1,1,9.83407618,26.62004938,63.54587443,44.54234452,8.83247879,0,1,0,0,0,1,0,1
"RS",2008,1.3677705,1.06403607,0.11662221,2.54842878,0.21681618,0.3419193,0.01261491,0.57135038,1.15095432,0.72211677,0.1040073,1.9770784,1,1,10.5177316,26.53558802,62.94668038,45.68874535,9.74757879,0,1,0,0,0,1,0,1
"RS",2009,1.36866853,1.06403607,0.11681743,2.54952203,0.21681618,0.3419193,0.01261845,0.57135393,1.15185235,0.72211677,0.10419897,1.97816809,1,1,9.85818719,29.2076108,60.93420201,45.93670976,9.76341266,0,1,0,0,0,1,0,1
"MS",1991,0.04614131,0,0,0.04614131,0.01062918,0,0,0.01062918,0.03551213,0,0,0.03551213,0,0,28.52256666,16.00815103,55.46928232,7.49345049,4.73323229,0,0,0,1,0,1,1,0
"MS",1992,0.04614131,0,0,0.04614131,0.01062918,0,0,0.01062918,0.03551213,0,0,0.03551213,0,0,24.3088687,21.88366164,53.80746967,7.65255614,4.89371894,0,0,0,1,0,1,1,0
"MS",1993,0.04614131,0,0,0.04614131,0.01062918,0,0,0.01062918,0.03551213,0,0,0.03551213,0,0,28.54219799,18.66672051,52.7910815,7.78718692,4.92770081,0,0,0,1,0,1,1,0
"MS",1994,0.07547389,0,0,0.07547389,0.01062918,0,0,0.01062918,0.06484471,0,0,0.06484471,0,1,30.92038865,21.78618212,47.29342923,7.92063499,5.23665539,0,0,0,1,0,1,1,0
"MS",1995,0.07547389,0,0,0.07547389,0.01062918,0,0,0.01062918,0.06484471,0,0,0.06484471,0,1,29.26397043,22.24081264,48.49521692,8.05077485,5.33107917,0,0,0,1,0,1,1,0
"MS",1996,0.07596109,0,0,0.07596109,0.01062918,0,0,0.01062918,0.06533191,0,0,0.06533191,0,1,28.23258056,22.2763076,49.49111184,8.11410228,5.51179896,0,0,0,1,0,1,1,0
"MS",1997,2.18185092,0,0,2.18185092,0.04514414,0,0,0.04514414,2.13670678,0,0,2.13670678,0,1,25.87718723,23.65960082,50.46321196,8.26886012,5.54912152,0,0,0,1,0,1,1,0
"MS",1998,2.18185092,0.27608913,0,2.45794005,0.04514414,0.20536446,0,0.2505086,2.13670678,0.07072467,0,2.20743145,0,1,25.244093,23.80997855,50.94592845,8.39923147,5.71760489,0,0,0,1,0,1,1,0
"MS",1999,2.18185092,0.3875787,0,2.56942961,0.04514414,0.29109422,0,0.33623836,2.13670678,0.09648448,0,2.23319125,0,1,29.54697686,21.27319758,49.17982556,8.52980064,5.79220563,0,0,0,1,0,1,1,0
"MS",2000,2.41361918,0.68370728,0,3.09732646,0.25928934,0.51083377,0,0.77012311,2.15432985,0.17287351,0,2.32720335,0,1,28.41862042,23.95304439,47.62833519,8.66084121,5.73299222,0,0,0,1,0,1,1,0
"MS",2001,2.41825315,0.70659991,2.24e-05,3.12487545,0.25928934,0.5337264,2.24e-05,0.79303814,2.15896381,0.17287351,0,2.33183732,0,1,32.03050528,22.51010845,45.45938626,8.88518515,5.78019244,0,0,0,1,0,1,1,0
"MS",2002,2.44690253,0.70697791,2.24e-05,3.15390284,0.25928934,0.5341044,2.24e-05,0.79341614,2.1876132,0.17287351,0,2.3604867,1,1,22.30743015,16.70526525,60.9873046,9.00971872,6.04959079,0,1,0,1,0,1,1,0
"MS",2003,2.44690253,0.71020348,0.00366237,3.16076839,0.25928934,0.5341128,0.00366237,0.79706451,2.1876132,0.17609068,0,2.36370388,1,1,24.7209039,15.69823413,59.58086197,9.13204682,6.13184888,0,1,0,1,0,1,1,0
"MS",2004,2.46259081,0.71072148,0.00366237,3.17697466,0.25928934,0.5341548,0.00366237,0.79710651,2.20330148,0.17656668,0,2.37986816,1,1,20.92507255,19.21117548,59.86375196,9.38884997,6.49820916,0,1,0,1,0,1,1,0
"MS",2005,2.46259081,0.71349346,1.0818475,4.25793177,0.25928934,0.5341548,0.00366237,0.79710651,2.20330148,0.17933866,1.07818512,3.46082526,1,1,15.44618745,17.24378328,67.31002926,9.53096842,6.31834018,0,1,0,1,0,1,1,0
"MS",2006,2.46259081,0.71485705,1.0818475,4.25929536,0.25928934,0.5341548,0.00366237,0.79710651,2.20330148,0.18070225,1.07818512,3.46218885,1,1,14.53041302,18.45770747,67.01187951,9.67202201,6.42925723,0,1,0,1,0,1,1,0
"MS",2007,2.46267201,0.71485705,1.0818923,4.25942136,0.25928934,0.5341548,0.00370717,0.79715131,2.20338268,0.18070225,1.07818512,3.46227005,1,1,15.79686757,16.67751541,67.52561702,9.53436081,6.6626807,0,1,0,1,0,1,1,0
"MS",2008,2.49997613,0.71528264,1.0818923,4.29715107,0.25928934,0.5341548,0.00370717,0.79715131,2.2406868,0.18112784,1.07818512,3.49999977,1,1,16.599685,17.63647914,65.76383586,9.83228512,7.22792248,0,1,0,1,0,1,1,0
"MS",2009,2.49997613,0.71531624,1.08240749,4.29769987,0.25928934,0.5341548,0.00370717,0.79715131,2.2406868,0.18116144,1.07870032,3.50054856,1,1,15.53244123,18.47509656,65.99246221,9.93515117,7.45630466,0,1,0,1,0,0,1,0
"MT",1991,0.45153339,0.00596325,0,0.45749664,0.45153339,0.00596325,0,0.45749664,0,0,0,0,0,0,11.20804397,17.78730234,71.00465368,8.53245647,3.64351954,0,0,1,1,0,0,1,0
"MT",1992,0.45153339,0.00596325,0,0.45749664,0.45153339,0.00596325,0,0.45749664,0,0,0,0,0,0,9.48961897,20.72909363,69.7812874,8.87113577,3.77863633,0,0,1,1,0,0,1,0
