Sigla,Código,City,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MA,2106508,Matinha,1.15E-07,7.21E-07,2.71E-07,1.57E-05,0.000310255,0.001336691,1.136983927,0.031643636,105.8927,794.9,10324,0,6782.5,,,9962.82,3392.81,127593.89,163008.64,249080,315235.21,385823.73,417352.39,393529.7199,359799.17,364866.99,406296.47,487186.22,266895.14,387593,253706.3,306599.71,444687.62
MA,2106607,Matões,8.42E-07,1.08E-06,7.25E-06,1.60E-05,0.001284436,0.183057636,0.317187309,2.221200364,0,74.2,0,0,9792.89,10223.38,14254.55,10622.33,11556.16,84662.58,86845.12,141051.36,273927.91,504799.92,525524.59,,880874.63,475559.59,1108878.72,1095000.14,503283.2,377678.15,432850.94,641344.56,988450.8
MA,2106631,Matões do Norte,,,,,0,0,0,0,0,0,0,0,3738.62,,,5651.82,33455.12,103491.84,63290.75,,58142.71,107002.83,90568.6,68539.23,221608.19,491528.55,456202.94,686894.06,687876.29,449998.83,498164.25,574447.03,36322.79
MA,2106672,Milagres do Maranhão,,,,,0,0,0,0,0,0,0,0,1972.75,,,,11002.71,55588.63,101767.59,108672.9,144847.91,223909.7,291941.26,341738.05,56936.13,107494.34,185544.05,188336.57,11699.92,12039.15,8361.94,38051.25,143329.01
MA,2106706,Mirador,6.25E-08,0,0,0.000313446,2.87E-05,0.003955964,0.320181818,0,0,3610.5,1890.4,3283.4699,14987.34,,,23548,28727,156827,132285,221130,268755,346168,357895.81,420271.62,327198.28,425599.5,627109.5,569333.28,205420.16,280124.92,272729.46,160524.34,463113.85
MA,2106755,Miranda do Norte,,,,,0.001183236,0.156352982,1.066329709,4.6017848,614.4808,834.6,5330.05,18414.28,24999.76,,,784.85,40110.84,175940.45,153546.77,142663.63,468543.92,194117.38,117339.62,360906.2199,2314806.21,724089.55,1539589.78,1619773.95,2255668.24,3517993.17,2864463.49,3704438.34,
MA,2106805,Mirinzal,0,0,0,0.000221218,0,0.095146218,0.24692,7.732963709,243.9503,6130.1,0,0,,,,,33455.12,99565.8,175789.98,174706.46,296892.06,370487.5,327422.4699,281992.54,423816.73,602924.35,23110.59,404987.04,585736.43,276839.75,419718.98,0,348352.19
MA,2106904,Monção,1.62E-06,3.42E-07,7.12E-05,0.000304182,0.01864,0.003732727,0,0,5.8672,0,3699.37,0,,,,0,20434.29,154569.5,100489.1,260958.13,,250196.08,272775.31,377705.53,108036.89,132337.55,282368.12,284666.34,119441.8,285414.28,592498.15,,551848.52
MA,2107001,Montes Altos,1.09E-08,1.75E-08,7.39E-06,4.06E-05,0,0.078752727,0.453796364,1.926667964,621.2743,3751.3,5087.54,2664.32,14363.37,,,3494,,114560.77,137403.87,161722.12,,244878.53,162670.73,,124907.07,330483.43,290371.81,237287.1,103363.9,,91662.15,,112087.6
MA,2107100,Morros,7.72E-08,0,0,0,0,0,0.002745455,0.145162364,100.5203,7369.3,5897.54,0,14611.21,26753.88,3808.5,9695.82,15715.18,162671.85,69423.71,259310,277557.53,222364.85,248948.46,365613.48,380500.83,578291.02,410102.65,454092.81,193695.2,333724.27,,191068.85,307990.49
MA,2107209,Nina Rodrigues,1.00E-10,2.53E-07,5.42E-07,,0,0.001914546,0.024709091,0.577443636,0,2360.4,7671.13,5277.83,5460.52,,,26593.02,9030.22,115380.85,157266.84,161101.15,244801.14,228639.72,223928.96,321886.27,440847.29,285725.99,445028.34,361769.72,207349.3,0,,,300249.32
MA,2107258,Nova Colinas,,,,,0,0,0,0,0,0,0,0,,447,893,629.4,3211.95,42769.77,9368.05,69637.97,,134373.75,159576.37,145838.63,180036.67,234144.19,186799.99,272428.6,95968.74,166175.35,179947.42,105953.36,71237.98
MA,2107308,Nova Iorque,0,0,5.79E-06,3.91E-06,1.45E-06,0.006836364,0.007272727,0,1.5915,2953.4,6294.91,0,,,,4825,18296.24,31767.53,23463.74,13814.99,,46879.35,28281.06,82777.75,168068.1,225587.63,217987.18,220781.34,74583.18,74583.18,83232.05,64214.05,85257.15
MA,2107357,Nova Olinda do Maranhão,,,,,0,0,0,0,0,0,0,0,,,,0,15592.24,88833.54,105781.28,98465.46,310375.65,222100.76,233877.45,282688.82,289664.67,380986.9,480843.68,424059.31,,,,,34451.66
MA,2107407,Olho d'Água das Cunhãs,1.08E-07,2.38E-07,1.57E-07,2.37E-08,0.003909927,0.069121564,0.5924704,0.607323382,2.3576,1908.1,10679.66,,14707,6609.25,5232,2081,9317.67,100942.84,,,442603.08,,427622.3,470384.38,486524.35,432470.55,477590.06,765015.04,0,324129.7,199735.36,0,191032.33
MA,2107456,Olinda Nova do Maranhão,,,,,0,0,0,0,0,0,0,0,0,,,0,1626.01,25184.64,40771.74,62321.78,253550.11,303102.84,255341.03,477761.26,105136.1,206680.85,80467.92,197298.65,195248.84,319543.91,354800.52,0,621409.9
MA,2107506,Paço do Lumiar,3.53E-06,2.05E-05,4.28E-05,0.000141074,0.011445964,1.123970509,7.8508172,43.8434248,3442.4137,43340.3,37001.06,0,178656.33,173217.65,,223879.92,242562.57,546503,416937.91,480141.38,972861.82,1080225.29,1162082.09,2114148.24,2462371.67,5596430.68,5341830.27,,4025741.76,6733212.64,5173399.63,,3861298.52
MA,2107605,Palmeirândia,0,0,0,0,0,0,0,0,680.5205,14034.2,32785,22812,,29116.44,38815.71,25093.84,44370.84,124927.68,69334.17,145739.75,150198.87,28764.53,295890.44,502390.92,200585.82,527852.52,468733.13,301238.09,23501.62,218279.85,379600.17,68834.08,403337.83
MA,2107704,Paraibano,1.74E-06,6.40E-06,9.42E-06,3.41E-05,0,0.008294546,0.465873273,3.617102946,260.7164,4608,30965.28,42667.15,,,,22692.53,51694.75,,193362.73,192213.2,370289.32,488180.55,500314.94,607057.87,571849.35,677165.75,601185.55,587000.85,377205.7,359280.55,316731.12,0,107674.98
MA,2107803,Parnarama,7.58E-07,5.27E-07,1.50E-05,7.80E-05,0.000528764,0.024518255,0.232169455,6.722323636,4698.1036,22487.7,37051.06,0,,114596.49,132854.89,74987.55,48729.36,158587.71,235325.07,218177.55,550588.78,565529.34,515360.07,572712.49,1412409.63,978184.12,1790817.47,1551444.47,299933.96,482502.78,356173.84,0,278301.83
MA,2107902,Passagem Franca,4.62E-08,9.09E-08,0,,0,0.013927273,0.004090909,2.532254546,116.8,4834.9,7083.78,44719.18,,0,0,0,19216.41,293350.04,236261.64,142331.51,168424.73,296920.89,160924.5,413267.82,563781.23,778133.35,798929.95,749043.12,541405.73,525166.3,389875.45,0,264712.6
MA,2108009,Pastos Bons,1.27E-07,2.91E-08,4.91E-06,1.47E-05,0.000168182,0.005672,0.698316327,5.035973273,393.2367,1713.4,7193.53,0,,,,12968.93,19158.68,36914.48,,40756.37,142628.38,403948.69,529000.84,682031.48,636651.31,758515.04,528422.72,489337.86,180084.6,,186796.28,148245.84,251225.8
MA,2108058,Paulino Neves,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,337165.42,374215.7,430378.26,288514.18,148737.79,306986.8,184765.12,408599.83,77303.8,177255.57,64958.64,2182191.53,4323307.04
MA,2108108,Paulo Ramos,1.51E-07,1.34E-07,5.76E-07,3.05E-06,0,0,0.1619792,1.392727273,82.362,11641.4,2797.82,0,4205.47,,,2572.7,,,,,256267.13,257188.21,,135416,407566.53,512748.37,554501.95,797438.45,787236.28,476229.37,238465.2,313178.91,308933.06
MA,2108207,Pedreiras,1.19E-05,3.15E-05,4.19E-05,0.000195266,0.0033732,0.678925818,8.282809164,35.71922145,1362.2426,10351.4,33506.89,19796.88,66190,87546.69,137427.85,70003.19,149205.2,387647.76,615227.71,526478.12,1051829.2,1273986.87,1084402.23,1743961.88,1694128.73,2338982.99,2338104.76,2659155.96,1673643.63,1464588.88,1754625.72,3072609.22,1210345.57
MA,2108256,Pedro do Rosário,,,,,0,0,0,0,0,0,0,0,,,,1756,900,87870,165227,282407.93,184566.52,294325.57,240150.02,388338.4099,409225.96,216390.02,373374.6,447872.59,151592.3,177509.89,144003.82,134435.5,297063.76
MA,2108306,Penalva,0,0,0,0,0,0,0,0,0,0,0,0,,,,31733,110035,146351.71,65483.25,181373.52,373884.27,401208.6599,439870.54,,304923.1,691619.66,669949.82,743509.3,257183.58,420528.86,370343.71,,375500.6
MA,2108405,Peri Mirim,0,0,3.64E-09,1.47E-05,0.000547855,0,0,0,8.9532,7033.8,11923.24,0,21997.74,,,104000,47000,124530.52,124530.52,141385.46,197235.86,262141.79,314525.75,405406.27,387288.79,112512.39,148597.52,1151406.51,121514.44,146501.38,128376,0,108820
MA,2108454,Peritoró,,,,,0,0,0,0,0,0,0,0,,,,30429.7,13392.56,78885.34,109243.23,40311.28,153885.5,304316.99,,,573466.89,458337.92,,,1066431.05,760567.89,,,726688.71
MA,2108504,Pindaré-Mirim,2.64E-07,2.08E-05,3.38E-05,,0.000690909,0.006734618,0.267489927,0,695.5699,9267.2,28159.8,0,,,,,39698.58,122045.84,180708.04,243763.06,,810967.79,979829.2,1149057.06,1006297.81,1278016.91,2248083.87,953628.23,1185950.94,1755823.02,1734335.28,0,2339950.16
MA,2108603,Pinheiro,7.23E-06,1.52E-05,9.16E-05,0.000290751,0.4401452,0.727920946,3.204498364,55.27794662,2188.0704,38301.7,65298.27,0,,,,13215.57,311419.43,,1562105,1513003.2,1737087,2179093,2831775.48,3484798.74,3852814.57,4480442.47,4783370.67,,3154428.14,3656908.1,2785407.23,0,3885166
MA,2108702,Pio XII,0,0,0,0,0,0,0,4.006273491,442.9784,341.6,6048.61,13356.62,111.6,989.26,4771.29,34879.96,64997.69,245639.84,553220.4,466453.2,685675.22,865511.33,980176.95,731693.21,682153.87,891781.8,905099.49,746345.79,159638.69,368980.63,325896.8,270894.39,195294.47
MA,2108801,Pirapemas,5.27E-08,0,0,0,0.009900364,0.083852764,0.156363636,0.2946,304.8845,11364.9,35801.87,24383.7,,7740,35470.1,0,26525.93,134875.02,93460.9,161090.91,267449.51,433309.03,380484.1,,244461.08,270035.98,403152.33,802965.41,160771.46,223500.4,230593.35,0,193428.42
MA,2108900,Poção de Pedras,0,0,5.56E-06,0,0,0,0,0,0,2948.7,5733.65,0,,,,0,,233974.46,393482.71,416058.12,468057.34,665432.22,527013.64,816627.51,434245.71,354793.51,793261.79,1792135.52,258403.28,693927.64,162583.32,129248.05,379966.76
MA,2109007,Porto Franco,8.20E-07,2.34E-06,0.000126157,3.42E-05,0.004905309,0.111075746,2.301439127,11.41666167,4477.2593,28904.1,23878.87,33926.48,58343.39,126705.48,66041.96,341738.1,66287.14,334486.09,453373.55,495071.85,620180.7,1199814.02,1952046.32,2398986.8,2352006.14,1325293.28,2081824.32,1850681.48,1689295,2783159.29,,1871182.52,1275611.02
MA,2109056,Porto Rico do Maranhão,,,,,0,0,0,0,0,0,0,0,0,,,0,8865.68,72877.53,91974.27,134020.4,142199.66,,125622.48,170856.3599,78342.35,71443.62,75661.3,232438.91,45629.35,166647.74,147203.31,0,65818.11
MA,2109106,Presidente Dutra,4.92E-07,3.19E-05,3.08E-05,0.00016131,0,0.231677891,1.574823964,5.167655964,578.0302,12789.3,53317.33,0,74522.75,,,45167.96,170925.37,408055.42,975686.24,524560.06,,478364.87,1243471.87,1062383,764819.3199,2734004.11,1800352.78,1808930.09,1718328.67,2464641.99,2650311.71,3112851.55,3612696.16
MA,2109205,Presidente Juscelino,0,0,1.94E-07,5.89E-06,0.002586182,0.229676473,0,0.959402036,70.019,4567,11359.7,7527.84,2692.22,2418.21,3719.1,1694.8,5371.89,67976.14,60033.48,65655.45,118691.19,134086.66,453685.77,,284907.33,184693.26,284948.57,248531.19,90576.43,129043.35,153180.02,153144.5,98111.85
MA,2109239,Presidente Médici,,,,,,,,,,,,,0,7732.52,19760.48,117.59,29548.06,62972.73,31308.44,,124919,87995.07,156847.19,143502.37,310895.32,178718.12,231259.51,204949.32,97848.84,113186.54,92946.69,96464.71,128781.41
MA,2109270,Presidente Sarney,,,,,0,0,0,0,0,0,0,0,,,,0,0,60664,82084,,285765.48,352334.11,305464.27,,378687.93,417700.54,246621.63,445417.81,180732.38,152198.76,213590.44,215970.61,218851.4
MA,2109304,Presidente Vargas,1.11E-06,2.47E-06,9.40E-06,4.03E-05,0,0.00566,0,0.054545455,341.1753,1484.2,2739.8,3663.3,2663.18,,,8918.03,,63698.45,80202.31,93524.9,118648.43,157450.1099,3297.16,,,,,,199898.65,318092.68,169439.11,221050.37,18769.68
MA,2109403,Primeira Cruz,3.95E-05,8.86E-05,6.03E-05,,0,0,0.000363636,0,0,0,0,0,,,,0,12443.47,59274.16,109057.72,90772,140121.12,174185,132964.05,,205055.46,64795.92,87219.37,163832.6,96091.97,153157.39,169493.26,0,795342.83
MA,2109452,Raposa,,,,,0,0,0,0,0,0,0,0,22114.94,,,26022.91,52624.97,137074.88,171588.87,216677.86,390055.44,558728.48,431730.01,556760.34,556848.9,736165.4,819718.33,734156.01,719285.79,1064097.72,871215.92,956342.12,759501.72
MA,2109502,Riachão,1.55E-06,6.05E-06,2.30E-06,1.84E-05,0,0.103362073,0.678356618,3.372036364,535.1906,6887.1,14366.89,11919.2,20611.51,51263.35,29454.73,29330.09,31586.76,187310.49,241084.15,268458.62,,1046360.82,396956.21,650107.1899,1083445.62,2180306.15,3483755.05,3086810.01,788779.42,0,1495266.44,1949280.9,1282370.42
MA,2109551,Ribamar Fiquene,,,,,0,0,0,0,0,0,0,0,5236.97,15304.22,0,0,,63659.04,84189.43,93373.26,88569.69,138545.59,122052.07,144054.57,220032.65,530150.97,329212.9,299677.3,117301.8,156677.43,256731.42,289456.98,288571.71
MA,2109601,Rosário,1.78E-07,5.00E-06,0.000235975,0.000665596,0.008144073,1.889261673,1.053450436,14.93577044,168.5198,3442.1,10658.16,0,,18322.51,44153.06,51046.57,264146.36,,,,,724142.58,761272.08,,695130.86,,,,1200129.12,1995304.51,2359703.2,0,3039114.51
MA,2109700,Sambaíba,7.80E-08,2.78E-08,1.08E-07,2.03E-06,0.001477818,0.036989673,0.114170909,3.383586146,777.8674,5.3,0,1630.3,229.87,0,1544,436,490,37538.97,58452.55,62210.43,78087.54,239847.13,223071.55,204037.02,229503.61,333600.63,460058.18,313664.71,311956.6,408826.85,308599.87,184994.23,213692.42
MA,2109759,Santa Filomena do Maranhão,,,,,0,0,0,0,0,0,0,0,0,,,8316.42,8316.62,32367.12,30712.5,42620.04,35229.18,87722.97,129053.14,198115.78,382435.7199,330859.69,124573.22,27274.84,25660.1,423766.7,182457.67,158060.45,176377.8
MA,2109809,Santa Helena,1.56E-06,1.02E-06,7.41E-07,1.18E-06,2.28E-05,0.001174582,0.009992727,0.0068,14.1678,10.9,0,293,,,,1839,26154,232197,318626,359076.57,352653.63,278163.15,374454.4,543625.77,549484.98,997174.74,939770.34,1317231.57,274398.65,,1259135.3,1253577.43,544212.59
MA,2109908,Santa Inês,2.92E-06,1.47E-05,1.80E-06,6.91E-08,0.040236255,1.316518873,8.100400436,54.02369931,3476.1774,31453.9,87066.61,60958.76,87374.63,127753.58,125042.15,187342.69,211693.54,370881.87,388833.18,439739.77,1442314.93,2130899.44,2603161.41,3150229.1,3563286.37,4114833.6,4735066.75,6041808.95,6424452,5159721.76,7445021.1,,5234447.26
MA,2110005,Santa Luzia,1.75E-05,4.35E-05,0.000271906,0.000184009,0.006243891,0.319234546,11.1701464,6.278782,2692.4618,47291,137139.6,225116.66,92957.64,90866.86,123063.59,92471.83,338340.17,916285.38,928516.7,1209611.86,1388907.96,1869935.61,1869164.43,,1623866.25,3467387.64,5191743.64,3839153.25,778236.66,1552440.4,874181.13,975538.05,2059178.65
MA,2110039,Santa Luzia do Paruá,,,,,0,0.092651818,0.289030255,8.521940909,175.6569,20022,101654.7899,41756.87,,34457.31,11594.98,11240.91,32904.27,69270.45,57542.59,61275.2,294588.48,401368.95,919381.34,736337.8199,920238.3,823201.59,971340.36,767056.51,191906.68,339455.23,262175.98,319261.54,226390
MA,2110104,Santa Quitéria do Maranhão,3.76E-07,2.92E-07,2.10E-06,1.07E-05,0.000357491,0.133962,1.726389164,60.79080535,0,10222.2,18478.83,11929.8,11888.69,,,18286.87,,189047.31,284199.39,,,432029.18,669023.51,,1739252.02,1596307.56,1167701.78,2603081.42,455525.6,427291.7,257409.93,267040.8,537630.15
MA,2110203,Santa Rita,1.94E-08,1.94E-08,2.54E-06,0,0.001703564,0.102975382,0.296509818,2.719688946,603.0368,4487.7,11477.28,21361.69,20241.9,,,0,74960.54,295140.62,189667.19,0,281846.19,432733.43,502729.03,544183.9399,645942.68,966442.78,1052623.28,2061443.97,4205381.32,2624963.95,3210443.89,2141142.48,708519.18
MA,2110237,Santana do Maranhão,,,,,0,0,0,0,0,0,0,0,6127.79,,,8607.32,35165.65,128797.83,71892.34,106993.6,125409.86,170206.42,227278.14,,193947.75,74253.04,139452.45,,50505.5,188432.85,224654.28,,16466.67
MA,2110278,Santo Amaro do Maranhão,,,,,0,0,0,0,0,0,0,0,0,,,0,1010.9,60689.41,74724.03,101554.77,147056.67,600565.8199,,219789.05,359817.36,403715.04,374160.89,,62013.23,254248.6,114266.69,492809.08,656839.46
MA,2110302,Santo Antônio dos Lopes,4.26E-06,3.94E-06,4.10E-05,,0,0.002187273,0.009473236,0.244421818,21.1603,113.5,1500.6199,0,,,,,21477,12237.25,206047.07,,345774.49,448014.9,435284.51,468020.65,732979.89,741996.95,4789408.53,23774053.82,21430572,20864583.72,23956117.27,9226019.77,7110809.27
MA,2110401,São Benedito do Rio Preto,1.22E-06,3.55E-06,5.47E-06,2.41E-05,0.000879055,0.015194509,2.558613709,0.464172946,39.4055,287.9,328.5,2233.01,,,,,3567.69,,,,245036.24,257536.88,307073.63,215919.08,327843.74,381430.62,463077.69,442477.98,242426.31,393162.23,209239.61,478720.13,327592.25
MA,2110500,São Bento,6.76E-07,1.38E-06,2.34E-06,1.00E-05,0.017376691,0.013258546,0.090277891,1.370542873,799.3326,417.2,16363.6,0,55595.5,,,,0,65640,95527,305492.63,630.73,591259.96,713858.21,990642.78,132681.16,960031.3,1150383.76,1750588.65,0,2319092.98,679867.89,113595.65,726588.5
MA,2110609,São Bernardo,5.90E-07,9.80E-07,2.15E-06,7.49E-06,0.000388764,0.012814546,0.359849782,7.760848073,211.4077,5456.3,17882.5,18035.2,22482.56,,,19533.92,28282.79,152124.55,178686.54,213328.62,368142.55,632468.87,543728.87,485735.35,526874.39,586313.34,510743.37,516418.41,499869.26,624245.81,573481.49,653736.99,926962.7
MA,2110658,São Domingos do Azeitão,,,,,0,0,0,0,0,0,0,0,,,,,,102323.4,45120,86552.32,100396.06,100396.06,60558.15,32093.39,303749.58,34627.32,,,126600.5,97774.71,363033.14,115977.88,175164.61
MA,2110708,São Domingos do Maranhão,1.66E-06,2.38E-06,7.47E-06,,0.001605891,0.155036582,1.030424036,2.196693418,0,1017.5,3434.35,0,,,,,,,,,338638.1,402782.38,584884.03,,666380.39,859495.02,590600.14,1027918.76,465192.57,776077.53,988533.02,0,571405.49
MA,2110807,São Félix de Balsas,1.15E-07,1.54E-07,2.36E-07,6.55E-06,0,0,0,0,0,0,0,0,0,0,0,700,,52138.83,29897.54,29337.17,62979.56,172673.64,142050.82,148900.3599,236157.24,215586.37,279010.04,328262.91,104048.52,305799.03,84815.29,90006.63,79100.46
MA,2110856,São Francisco do Brejão,,,,,0,0,0,0,0,0,0,0,,,,47.61,5700.45,90050.5,13510.28,5828.43,147808.31,295049.95,231578.65,245174.05,239533.46,176315.46,111024.19,219054.74,368248.9,516821.05,2073807.5,1045543.27,348897.71
MA,2110906,São Francisco do Maranhão,6.43E-07,1.88E-06,7.36E-06,,0,0.025169309,0.143987091,0,137.701,12772.4,22183.65,0,,,,,10238.41,100394.34,96163.69,72997.56,92850.03,,218530.69,234830.89,,235438.21,,,177683.49,256742.37,,131829.22,76206.21
MA,2111003,São João Batista,7.57E-08,0,0,0,0,0.008536618,0.0736,1.0456768,416.4504,3030.5,6861.24,0,329.49,,,9,67279,,236523.56,,141715.12,,,37744.75,128844.76,165504.64,419722.24,866180.87,158298.23,122722.52,240509.52,,269881.7
MA,2111029,São João do Carú,,,,,0,0,0,0,0,0,0,0,5166.15,,,,92,,,,,,,,72041.16,474005.91,420348.74,641853.98,268425.05,73245.7,98511.89,71399.91,159712.58
MA,2111052,São João do Paraíso,,,,,,,,,,,,,4197.6,,1725.08,4864,9418.9,61398.76,122067.24,113055.37,202346.61,184137.76,290476.79,,269825.4,,,,340882.69,165022.38,,140144.61,192908
MA,2111078,São João do Soter,,,,,0,0,0,0,0,0,0,0,0,,,0,15125.33,52905.31,40123.66,,217574.39,223271.15,224197.92,335604.35,362698.5,441726.04,664818.1,729282.47,393380.96,747877.41,564826.93,531654.86,634564.92
MA,2111102,São João dos Patos,6.51E-06,1.20E-05,1.12E-05,7.07E-05,0.006171891,0.155119855,3.713712218,17.98119709,1134.3655,14628.3,9768.51,15315.12,,35949.34,36316.86,29687.83,82699.5,318025.1,360042.98,177271.15,533236.6,875560.41,767114.91,804505.38,809268.61,1096378.09,939615,1137117.09,1385286.01,1893430.78,814652.64,,999494.12
MA,2111201,São José de Ribamar,2.66E-06,5.69E-06,1.89E-05,0.000242071,0.008606727,1.0930224,8.447032655,38.52183836,5499.6416,23659.5,80904.74,124639.37,,114259.2,280982.13,300945.28,403001.74,779238.51,860106.19,1283282.9,2036438,2811292.06,4626692.46,6152306.59,7510726.95,16048866.66,18714963.79,18199214.29,6546257.28,8310934.63,,,
MA,2111250,São José dos Basílios,,,,,0,0,0,0,0,0,0,0,5060,,,,6353.27,52204.51,66524.96,2073.82,,150012.22,42734.58,23214.46,92710.77,26862.72,13737.22,,372876.76,114265.46,130146.3,0,44034.89
MA,2111300,São Luís,,,0.042795828,,0,0,0,0,1227664.272,16215677.7,39481527.2,32881704.19,37561406.1,40906146.24,46231147.57,56264856.47,70329077.65,87284748.27,98698387.05,118348675.8,147163044.8,166350286.7,213895324.1,267948741,295566747.6,335259895.2,416612128.6,492086636.9,388884672.6,403763828.8,443273201.6,435069898.5,457943904.5
MA,2111409,São Luís Gonzaga do Maranhão,1.68E-06,6.33E-07,0,,0,0.128068436,0.569644473,3.731007636,104.6446,2389,2881.52,5306.28,3717.3,11383.2,8487.11,7866.3,30638.07,200470.37,234118.72,251342.79,328700.46,,,,112270.08,217375.03,300721.32,250587.13,394921.58,722938.78,453977.37,0,675060.39
MA,2111508,São Mateus do Maranhão,2.34E-07,0,7.72E-07,,0.000655964,0.014251855,0.376043927,0,795.9234,21557.5,15648.21,0,,,,73337.57,23272.73,142195.35,471240.38,,682669.89,730505.22,714902.23,,1134452.9,1457111.64,1479352.41,1633310.39,1048300.91,994734.68,951901.66,1038332.37,1223027.95
MA,2111532,São Pedro da Água Branca,,,,,0,0,0,0,0,0,0,0,,,,15894.02,90000,9096.97,27231.29,324183.63,,1521082.38,1461548.21,,1073287.8,1089277.52,2541229.38,2834428.14,6841822,359280.55,6370466.86,0,5610676.67
MA,2111573,São Pedro dos Crentes,,,,,0,0,0,0,0,0,0,0,5465.55,7853.8,0,0,1210.95,49270.92,55031.59,87830.65,129560.5,,165234.4,227702.2,219234.7,150467.12,310797.07,503372.63,206715.82,443705.91,99656.82,633952.95,90663.28
MA,2111607,São Raimundo das Mangabeiras,8.73E-07,4.04E-06,7.59E-06,0.000100327,0.001797818,0.061545673,0.282470582,7.024385455,628.8762,2658,3476.9,4309,2452.1,0,0,,8400,141490.92,127365.66,128236.96,346062,342759.92,555814.68,314848.51,981695.22,996159.81,846380.63,787325.94,477923.15,777586.89,653484.05,0,1690256.37
MA,2111631,São Raimundo do Doca Bezerra,,,,,0,0,0,0,0,0,0,0,8559.64,,,10144.3,14298.94,51415.33,84488.98,,150521.24,,150096.6,,324245.36,188559.47,254289.66,152127.21,87774.91,373302.89,,0,87976.61
MA,2111672,São Roberto,,,,,0,0,0,0,0,0,0,0,,,,6744.71,0,30844.77,10313.55,39334.61,61316.52,119014.81,1713.35,,34550.62,74281.59,95649.33,1894125.15,134910.6,114041.96,189588.04,62928.46,103635.7
MA,2111706,São Vicente Ferrer,2.90E-09,2.27E-07,1.28E-06,1.12E-05,0.003711091,0.048614218,0.172436546,0,31.1102,3690.7,6664.4,12810.84,,,,,,,,,,,,,,,,,109344.18,618887.45,281252.41,,322521.66
MA,2111722,Satubinha,,,,,0,0,0,0,0,0,0,0,0,1633.5,933,0,415.1,77545.44,91031.88,116467.17,66239.89,92424.4299,397973.74,286054.15,,422409.91,192144,526348.27,83401.49,189996.02,79879.16,278291.52,152697.7
MA,2111748,Senador Alexandre Costa,,,,,0,0,0,0,0,0,0,0,7283.75,,,2322.4,15131.3,,,,,,88493.92,456770.84,14362.53,107493.01,110336.2,32259.95,68060.66,369897.69,16478.4,0,74585.07
MA,2111763,Senador La Rocque,,,,,0,0,0,0,0,0,0,0,,,,1876.35,11206.31,59885.55,,81520.57,,272020.35,314372.34,394195.59,,217871.39,155563.24,182593.48,172665.24,208703.45,193864.96,274929.42,251264
MA,2111789,Serrano do Maranhão,,,,,0,0,0,0,0,0,0,0,,11919.89,29452.1,25793,21344,,137181.36,134020.4,314539,326248.18,304961.61,,,,,,41991.29,119906.47,101871.4,,34501.07
MA,2111805,Sítio Novo,2.08E-06,2.61E-06,4.21E-06,,0,0.013406691,0.047657346,0.057309091,0,4989.8,0,0,310.91,,,981.3,31904.74,124749,157718.51,248558.75,291382.3,291382.3,461102.99,368285.14,590684.48,756723.28,1179044.18,1595328.42,358953.3,840393.06,596101.56,0,564722.48
MA,2111904,Sucupira do Norte,2.42E-07,4.24E-07,1.42E-06,9.37E-05,1.97E-05,0.000488509,0.747206255,0,448.3876,4902.8,5148.91,5,7441.34,,,16733.42,1287.19,,75981.23,98602.89,,148500,102657.97,,228027.18,181499.34,134863.85,259120.05,89270.15,93102,128619.38,191967.78,181085.5
MA,2111953,Sucupira do Riachão,,,,,0,0,0,0,0,0,0,0,0,,,33349.58,11087.08,61350.85,98503.61,66537.45,94150.18,62487.9,64450.48,76557.75,90168.95,121515.79,62431.38,153920.18,,80224.13,118.8,30709.98,52297.55
MA,2112001,Tasso Fragoso,2.09E-07,5.87E-07,2.79E-06,6.82E-05,0.0024468,0.010667346,0.327089891,4.304182182,80.5061,6481.5,8615.83,1113.17,,75375.03,2587.76,17191.47,29815.1,,,,,220969.81,273041.4699,495797.06,441200.21,525310.76,1906800.45,1076132.36,845240.37,842882.1,927488.35,1062969.03,769895.41
MA,2112100,Timbiras,0,0,0,0,0,0.00355,0.095109091,0,0,320.1,0,0,,,,678.21,37277.48,135962.63,,,356390.79,353193.23,513929.53,,282750.93,431821.19,,,179607.4,194113.73,215605.31,0,214227.98
MA,2112209,Timon,1.97E-06,3.11E-05,0.000181892,0.000100033,0.0992452,3.001634218,18.62264825,148.6975537,26586.1303,127094.3,260860.97,306053.9,256372.41,319637.79,429985.32,558100.06,799732.46,1879493.16,1360528,1577886.94,1902468,1658737.69,2575644.11,4232603.66,3383746.68,4741073.98,5493065.55,7616106.57,4118489.29,6926129.28,6879098.53,6901997.27,16437966.16
MA,2112233,Trizidela do Vale,,,,,0,0,0,0,0,0,0,0,4928.45,9798,28775,19619,13363,51910.28,46938.96,29032.4,187089.45,220037.77,265015.67,,194904.94,4893.35,3921.02,,56669.79,625992.75,769957.73,198022.2,2886542.68
MA,2112274,Tufilândia,,,,,0,0,0,0,0,0,0,0,,,,4097.4,12890.99,19639.2,63028.34,70690.96,82909.72,104551.73,138093.23,171642.3299,386630.12,219933.7,284882.4,279529.58,50105.05,648903.21,2129940.16,3017290.86,1569363.21
