Sigla,Código,City,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
ES,3200169,Água Doce do Norte,,,,0,11.24517473,69.32874145,625.05864,38944.4281,507125.6,1221674.02,1477399.07,1639978.48,991032.66,1518823.84,1885573.8,2013952,1956114.24,2442593.41,3138960.87,,3700525.88,4394417.45,5554072.8,5383995.81,5627514.66,6025729.77,6651041.39,6412531.79,6532031.14,6871744.39,6685948.12,6931792
ES,3200201,Alegre,0.003317252,0.008379152,0.057324548,0,33.17080029,101.491134,1219.36831,88642.2603,795193.3,2359848.71,2449958.3,2476628.63,2630407.53,2970298.05,3213676.04,3570213.58,3667050.68,4363292.21,5205663.16,5950164.96,6000804.35,7188249.35,8756274.42,8098370.03,8726933.09,10840750.08,12977772.66,12344285,12094131.17,11823446.67,11203942.81,11791222.02
ES,3200300,Alfredo Chaves,0.001022088,0.002533108,0.023968997,0,26.10589884,97.56657811,826.6951109,41594.5725,498422.1,1482884.3,1591252.34,1853986.99,1672855.47,1659696.24,1943601.59,1421801.58,2126434,1916281.26,3139712,2429701.85,4925992.11,3844589.92,6934170.21,5211503.19,7648305.26,9783858.34,10870154.1,10102662,10167797.64,10286831.17,10348193.51,11106601.79
ES,3200359,Alto Rio Novo,,,,0,6.610328618,34.57001149,478.4139832,29346.5269,403329.8,1054144.15,1583145.17,1476353.48,869721.74,964446.09,1033256.75,1132782.17,1187972.45,1438581.55,1701028.21,2133089.32,2781159.24,3010641.34,2543659.92,3624863.5,2997942.51,5962556.75,4152250.57,4514864.19,4311240.66,4670236.07,3639318.01,4771882.41
ES,3200409,Anchieta,0.000600397,0.002013658,0.013074885,0,16.63003811,364.8513508,3251.876664,220048.4822,2569692.1,5993839.44,5884232.7,5343578.05,5275079.65,6112239.45,8008274.64,12675082.1,14314396,16088857,19231915,26375013.75,31202112.71,38334661.65,39063466.86,44875606.78,73520049.49,69919522.73,145551041.3,163813190,159013058.5,149427442.7,154752961.1,160536392.3
ES,3200508,Apiacá,0.000277829,0.000788167,0.007634794,0,4.6946748,39.02798298,382.8710063,19866.9978,239707.6,592596.64,641353.87,727050.91,879089,1035118,1358864,1432627.6,1661692,1754426.15,2269844,1859404.05,1651534.19,3224143.13,2353194.38,3148132.9,3216074.02,4249965.62,4224466.96,3976221,3985685.37,4457492.71,4209389.77,4217034
ES,3200607,Aracruz,0.022888312,0.041493227,0.214096416,0,0,1276.208608,9096.981736,702476.307,11563004.1,19981512.29,21315188.86,31338757.48,28150424,20699443,24405854,38344258,47912904,53664956,64308621.74,91795880,90333484,70898690,78907064,75726381,75313399,81472921,93948279,88350967,,92149298.62,79108517.42,86740375
ES,3200706,Atilio Vivacqua,0.000485891,0.001260246,0.008849427,0,7.003305382,55.63569,522.4000749,28702.6281,356621.4,854757.77,918677.5,1042917.74,1225075,1257797,1432338,1726383.31,2229590,2620358.75,3539809.46,4320252.92,4107990.01,4952424.7,6012387.29,5567328.86,6239337.51,7842671.56,6542180.32,6719685.37,6420719.76,7589568.59,7340768.08,8041280.61
ES,3200805,Baixo Guandu,0.001875136,0.004618669,0.042433458,0,32.12977633,129.7734223,1151.95255,62249.6262,2088724.9,4839460.45,5319519.54,6203362.6,5793317.59,5937956.6,7818376.2,8976599.43,7036439.17,9571409.46,11495137,13654905.65,14388750.66,13875969.49,13264451.75,11269671.56,12604665.04,15050512.54,14936092.62,13198131,13548685.57,14813000.32,14665454.72,17694374.45
ES,3200904,Barra de São Francisco,0.003592048,0.009140535,0.062600946,0,39.18193255,164.6220808,1647.967303,88299.34,1075744.4,2819461.53,2976719.33,3265164.75,,,3741485,4631405,4557122.17,5336147.31,,8720804,9227947.48,,,14644482.75,15107566.2,17243322.16,19091558.35,18287276,18788995.38,21132587.83,20587322.45,23186672
ES,3201001,Boa Esperança,0.001118492,0.002744036,0.019314524,0,13.03804018,87.1961536,743.4310218,41034.1544,577209.9,1241959.85,1361674.82,1562311.7,,,1984604.87,2414467,2776162.82,3332239.62,4157747,4817119.85,4539577.08,5383810.27,4296499.86,6327535.41,6423151.9,7102441.73,7981144.39,7406580.7,7643110.4,8165503.58,7446626.96,8916053.81
ES,3201100,Bom Jesus do Norte,0.00030296,0.000723732,0.004389721,0,4.098287418,38.79784924,359.9301483,20079.7983,233871.5,577699.02,663458.08,787791.85,717622,774441,,,,,2121114,2391722,1545686,2469780,3301934.34,3429049.68,3672123.98,3617197.63,3831168.97,3434089,3448934.56,3115651.02,3702904.78,3792195
ES,3201159,Brejetuba,,,,0,0,0,0,0,0,0,0,711848.37,706723.44,711847.12,2218187.78,3275157.01,2298553.08,3296102.6,3386402.34,3812894.47,5724639.52,7711809.3,9298537.94,8583061.62,9225343.19,9911376.54,8896800.47,8781900,8913391.18,9877620.8,8618444.44,8918025.12
ES,3201209,Cachoeiro de Itapemirim,0.017716311,0.039905839,0.253463438,0,197.5057332,1152.764241,10435.12454,527621.5841,6886354.4,13131538.36,15257742.99,17473392.37,16620682.82,18523045.99,20991670.62,20330188.04,23457276.3,27366344.49,32891323,40512885,44328108.36,48570425.38,58273306.57,55084957.17,57546350.89,68916911.15,78864820.52,70600727,68457795.33,73652304.39,73323063.86,82640294
ES,3201308,Cariacica,0.013027142,0.025407857,0.211119673,0,197.0451992,1169.334044,10416.10836,591861.1479,7837387.3,14433879.49,16697640.97,12056359.23,8699936,9174511,11000436,12925595.06,19735423.14,17524531.09,26524822.94,25806060.92,44406433.35,51840701.66,59333912.12,57319373.25,67527925.62,93166637.26,113703598.8,124421301.9,123464364.8,99010144.81,113555495.9,125725820
ES,3201407,Castelo,0.003071729,0.00727649,0.063675947,0,33.98628447,193.1992029,1668.76418,97219.5711,997553.5,2369752.43,2968691.9,3489654.72,3468513.25,3548675.4,4096682.81,6038559.74,5713492.42,6151399.94,8080247.72,11523566.6,12682992.5,14131174.09,17841642.16,17081299.7,18072333.49,19228049.44,17582857.55,12883034,,18670496.79,18566989.23,19309283.39
ES,3201506,Colatina,0.017809289,0.042561368,0.247532617,0,212.8557705,815.5293577,7598.193852,310664.7193,3876032.2,9462103.48,11000875.03,7553745.61,9843609.58,10639002.47,13220850.87,13361782.6,12139407,17710091,20412774.41,23312438.4,24001474.26,29026396.12,25348397.49,37748895.56,41219374.24,34045960.84,37304522.25,42800644,43657375.29,48976851.11,43175470.41,51756562.61
ES,3201605,Conceição da Barra,0.002385879,0.006145819,0.032014388,0,31.27191844,133.5951066,1395.061383,115214.0533,1897828.9,0,2490379.55,3180650,4973345,5508275,4938496,5221635,4734155.52,5886104.81,8284070.98,10348324.13,10233116.55,13308055.36,10417152.5,8891180.06,11574994.22,15912400.77,,15187778,14070045.27,14307447.11,13989021.25,15185303
ES,3201704,Conceição do Castelo,0.002451407,0.005970696,0.045774277,0,16.74169651,70.00402229,578.4670395,35080.3147,407822.1,912278.31,1128535.59,1519307.94,1342144,1481659,2002397,2020427.36,2321047.64,2869758.06,4117654.58,6153680.51,7241697.43,8168600.13,10083930.21,8684474.57,7921390.73,9206599.68,10289148.81,8478886.73,8484465.36,9202215.62,8725770.96,9400048.13
ES,3201803,Divino de São Lourenço,0.000493346,0.001273882,0.008261345,0,8.086831891,28.68789905,308.3283712,21377.5111,247034.1,0,750990.31,791976.82,650030,575254,638145,575935,875679.87,1270206.58,1866697.32,1520159.03,2399612.13,2820338.02,3356066.97,2999922.49,3327813.52,3827257.4,3741836.37,3220635,4405717.9,4553257.05,0,4097650
ES,3201902,Domingos Martins,0.003099962,0.007476325,0.047407403,0,42.52863876,270.4974134,3246.907226,97785.709,1261406,3386405.44,3874924.15,4271410.78,3898004.5,3626016.68,4816378.39,6133914.23,6421989.59,7200811.88,5295293.02,11516056.83,11809963.4,12525629.65,14666449,13966787.31,16052947.28,20954763.88,24492886.7,23137777,21464750.38,25710456.25,24816813.74,26746479
ES,3202009,Dores do Rio Preto,0.00056832,0.00144579,0.007222553,0,5.068682873,35.96681331,368.2428824,18479.2159,262500.4,790836.06,944910.52,1068907.42,837700,508848,721025,1042149,1129465.95,1291782.84,1363956.13,1786627.97,2414605.93,2766599.52,3738523.24,3446495.84,3574828.19,4252013.27,5004429.18,4457936,,5117877.83,5183853.36,6036561.88
ES,3202108,Ecoporanga,0.002732205,0.006503892,0.042577674,0,41.05241822,165.5964738,1919.105683,91181.3593,1372025,2900877.01,2855264.68,3069781.29,3252556.35,3307556.29,3941833.35,4606010.96,4488821.69,5475333.85,7656405.84,,10245213.38,11674675.86,13913598.76,10264590,11436910.03,17913975.13,18991434.07,17463138,16933650.8,18986481.64,17737329.88,18020701
ES,3202207,Fundão,0.000852431,0.002186796,0.022385787,0,24.01022862,57.14922615,530.5546685,25275.0431,435451.2,892769.25,1096929.33,1325407.53,1772297,1667450,1896033,2284886,2170059,2444294,2869494,3119726.68,2746828.32,3540922.89,4212992.75,4481794.67,5901746.62,6140115.69,5131709.85,4762746,5774795.1,6839774.5,6459284.02,7017778.02
ES,3202256,Governador Lindenberg,,,,,,,,,,,,,,,,1910784.01,930387.86,2348706.52,5249500.03,6077128.68,6849090.18,8021562.78,8542359.38,7986207.08,8340263.16,5846619.69,8448358.71,7605958,0,10401667.26,10040724.52,11231077.31
ES,3202306,Guaçuí,0.002991479,0.00661512,0.046792065,0,25.26044698,103.7519118,928.0701155,56817.4181,603793.8,3898110,4211227.67,3593997.67,2652400,1948615,1997676,1448494,2317259.77,3441845.62,4474484.57,4807775.86,5067594.64,5886151.97,7021502.94,6486307.67,7181183.15,8470995.18,9193636.52,8235311,8908343.57,9766295.4,9039488.07,10101601
ES,3202405,Guarapari,0.002013604,0.004607161,0.030397059,0,24.2055772,180.455098,1894.092838,96124.0692,1097695,2479885.91,2788607.2,2816518.02,3730535,3495696,4502986,4682652,3019529,5146290,6747049,8109290,6345923.96,6968602.78,8995439.27,9954126.25,14920529.87,18174047.47,20297591.03,16342722,,20346745.77,21789923.04,21098373.01
ES,3202454,Ibatiba,0.001074877,0.002570352,0.018003181,0,7.043860109,59.65368633,620.7821547,34757.7023,392387.7,950280.17,1158491.61,1474780.95,1768211.48,1531384.98,2129633.34,3169323.77,3451297.41,3887235.46,3278326.02,5338453.09,5200741.04,5448383.27,6623988.59,6213282.25,7204119.18,8529019.65,8565510.14,7931528,8241752.67,8826035.23,8172271.78,8019324
ES,3202504,Ibiraçu,0.002711743,0.006533766,0.048765687,0,21.75669578,88.28978535,725.3881098,33092.9353,441343.4,898894.84,994135.43,1277649.56,646528.26,1220883.43,1390907.23,1779481,1643445.8,1747078.92,2428073.37,2968715.52,3835390.71,4587655,5418848.57,5284791.59,5715913.96,6739205.41,7039679.1,5945112.3,5587317.71,5727326.02,5455056.13,6104237
ES,3202553,Ibitirama,,,,0,19.22061975,82.49004953,364.3310265,28344.1109,344941,896257.25,996079.08,944963.54,944963.54,703757.63,1255409.91,2046865.18,2087066.53,2099537.5,2476915.51,2131091.59,3747281.54,4281411.24,4442947.63,3927541.75,4556648.13,5760078.41,6115726.85,5680937,5788331.34,6060218.53,5985611.61,5968642
ES,3202603,Iconha,0.000643152,0.001635337,0.010098542,0,8.315544909,68.10232618,713.489725,33416.8071,378602.8,0,1137808.4,1532463.39,1301252.3,1389942.85,1662632.39,2083647.61,1314380.11,1590266.47,1787288.05,3002782.9,4215623.5,5127997.02,4418082.36,4289591.52,4639994.65,4968478.34,8166022.34,7733852.8,8260755.93,8821948.1,8637145.07,8985848.86
ES,3202652,Irupi,,,,0,0,0,0,15876.9155,213788.5,474207.45,827391.81,1180923.57,1295573.82,1238039.73,1721716.76,1487252,2228872.67,3296102.6,1786606.93,2980956.5,3670974.53,4383130.79,5417681.82,5862871.07,5333346.75,8270862.05,8221975.03,7953253.07,8334303.42,8468910.2,8922935.72,9443382
ES,3202702,Itaguaçu,0.00198041,0.004934064,0.030044676,0,22.94983604,91.27792829,883.3264071,21118.4183,628363,1469180.82,1560828.62,1897403.58,847374.62,941542.76,2104780.42,1541711.22,2396722.35,2517883.29,3074497.34,3869400.94,4953164.33,5875389.41,7061299.06,6677036.86,7055312.08,8397636,9068622.73,8107218,8576256.55,8823523.11,8484279.04,9216958.25
ES,3202801,Itapemirim,0.003757041,0.00902898,0.040415662,0,56.41016731,202.9632003,1917.159702,72499.3701,1442002.9,2903754.03,3344218.34,2695434.44,2226065,2720726,2882649,2969241.65,2312707.94,3787417.49,5332003.15,11870969.35,15456209.66,12902340.04,12998107.98,10740035.43,16110674.79,28724819.5,37239451.11,37506688,72537414.05,89478789.66,62851971.83,61158677
ES,3202900,Itarana,0.000802865,0.002149252,0.025707427,0,26.12127171,65.29698233,716.4418301,37382.5411,524694.8,1143955.22,1375295.33,1576705.3,1215503,1323761,1698582,2134584.81,1290618.01,1559499.84,2471222.59,3256134.32,4164057.28,4544633.37,5470607.87,5268137.78,5589580.64,4814205.97,7198304.53,6750911.01,7275527.52,7572352.79,6747690.51,6952893
ES,3203007,Iúna,0.002559389,0.006605267,0.051002912,0,29.63598342,104.8003568,1073.242877,54692.6996,646064,1779393.32,2310892.58,2667230.98,2882887.88,1936591.52,2604206.22,3993197.77,4036124.05,4470282.63,4731972.22,5683669.82,6641775.82,7437347.26,9088414.84,8636165.61,9351137,11118254.94,12259323.98,11060739,10929010.86,10853128.89,11312928.47,12049831
ES,3203056,Jaguaré,0.000723112,0.002067786,0.015800577,0,10.43009825,55.91833131,618.5229422,78576.4342,988000.2,1801314.71,2155919.19,2579013.99,2216557,2441434,3764371,3807407,4029378,8358358,12871433,17022361.53,14257756.74,14251263,17493803.63,16583890.79,16161200.78,18033050.13,19252102.45,15243002,17960525.78,20763773.74,19360416.85,22417494
ES,3203106,Jerônimo Monteiro,0.000764231,0.001893915,0.018323512,0,8.305216546,48.94692989,510.5439138,25930.0544,302586.5,706330.68,808966.59,930608.66,840824.11,728961.69,957606.82,1140793.27,1068167,1341542.08,1811745.81,2379119.74,2858315.86,3287705.83,3915274.3,3744044.72,4249492.07,5144073.8,5400455.6,4960139,4659527.25,5247565.11,4758839.53,5092462
ES,3203130,João Neiva,,,,0,12.22840924,102.4985832,901.1082259,55853.8092,761367.3,1209660.23,1395620.36,1721564.5,1140499.07,1212898.76,1484758.01,2774045.11,2959986.53,3743112.89,4811176.33,5855916.48,5693742.38,6792052.81,8198169.14,6927720.33,7021843.37,7338006.46,7340507.83,7317598,6878503.08,7561854.53,7835674.68,8129119
ES,3203163,Laranja da Terra,,,,0,11.85307778,61.89353185,818.0746852,38440.0654,520247.9,1288753,1369596.06,1575526.13,1517139.47,1286006.74,1479818.77,1982505.32,2145686.36,2488258.36,2962339.62,3615148.06,4418649.55,4953360.16,5925214.74,5731918.23,6042021.94,6867624.13,5971410.01,7210168,7256265.22,7925012.58,7562796.49,8086968.55
ES,3203205,Linhares,0.013567865,0.03218048,0.21286104,0,137.0625842,808.5903119,8754.885712,475307.9659,6253473.1,13854045.06,14342975.82,12445467.07,,,16293966.66,19430947.97,19519891.15,26048145.15,35854865,,29104266.08,44390312.03,55587113.26,41906026.07,76090338.61,92169410.68,82910529.01,85681777,,103601017,94809504.72,94341900
ES,3203304,Mantenópolis,0.001024917,0.002526427,0.014416761,0,19.12145487,58.63883425,647.5201874,35795.7601,423886.6,916689.22,1211256.32,1360707.92,,,49639.32,2061315.13,2075685.4,2583516.83,3204943.65,,3561526.09,5431185.36,4930690.58,4755297.49,5119120.33,5932142.67,6298487.96,6075474.01,6406296.61,6812989.7,6085749.12,6452611.75
ES,3203320,Marataízes,,,,0,0,0,0,0,0,0,0,837953.36,817507,820330,1789514,2043394.27,1908851.46,2304677.01,2924293.81,3442415.86,4316696,4487111,5505242,5648414,5861286,6846193,6995954,6511071.95,12342601.75,25201410.64,28291663.83,25399356
ES,3203346,Marechal Floriano,,,,0,16.82258207,62.6170872,598.2561164,34182.4421,404886.3,1107690.05,1144919.5,1788476.15,1821179.49,2754160.66,3918461.39,2616237.58,3765925.46,5181254.96,4853765.31,7499515.8,8981560.38,9261786.16,8681054.25,8267377.91,8899676.74,11561489.23,12988747.8,11210497.01,10300024.63,13178541.33,13810219.51,15760020
ES,3203353,Marilândia,0.00123444,0.003001975,0.01941842,0,0,0,0,52393.2281,699826.4,1474964.82,1241447.19,1306310.54,1383538,1811634,2299724,2504321.18,2480483.2,2811293.28,3792108.64,4482394.66,4235015.21,4807529.99,6168115.26,6790018.89,7325372.76,8081305.41,8218421.69,8475164.59,9113198.12,9201593.31,8878808.65,9769822
ES,3203403,Mimoso do Sul,0.00191092,0.004588157,0.042435447,0,27.64669364,119.6206409,1089.487683,61763.643,663715.4,1805753.7,2153897.59,2451553.46,2677320,2954304,3840870,4570402.76,4674658.29,4350133.87,6242627.14,7451175.63,7248040.68,7964638.94,6307767.47,6391483.15,7191694.77,11225428.94,12320841.38,11340348.51,10650122.8,11670786.53,12036117.28,12673816
ES,3203502,Montanha,0.001394071,0.003490536,0.019288069,0,22.25581265,93.14513916,968.6731837,60919.936,688994.4,2089082.86,1922929.35,1950030.17,1956666.41,1794761.66,1913658,2151667.18,2463350.53,3900265.46,4988826.54,5984103.33,6924797.02,7948985.99,9699973.5,9145764.44,9732348.02,11821185.24,14228475.54,12347606,11469567.28,12783678.72,11586595.21,13064429
ES,3203601,Mucurici,0.001000185,0.002667641,0.01638933,0,18.70346411,100.8264359,1150.447337,53435.9213,689230.7,1519467.8,1474366.57,730833.52,,,1158519.12,1508957.3,1722380.42,2062487.53,2699639.03,3153959.41,4139939.65,4501284.82,5242974.73,4722712.57,5244898.22,6779743.07,7956516.81,7123842,6363280.11,6699953.06,6423551.03,6777736
ES,3203700,Muniz Freire,0.001517656,0.004322262,0.030083785,0,14.54440055,90.50557782,949.3731058,53580.4277,634243.2,1419094.54,1741654.52,2209863.68,2277914.32,1971702,2409501.89,2553897.57,2650024.55,3647916.67,4259970.87,5047933.19,6208805.18,7438438.14,11610255.26,11529268.52,11760552.61,12372959.82,10562754.33,10397708,10121808.54,10497879.65,9778481.66,10575766
ES,3203809,Muqui,0.000603279,0.001380999,0.005582988,0,7.143949273,48.95268789,498.9241289,15594.8824,249790.7,781326.59,868507.22,1241822.05,1849023,1324950,1783694,2048482,1950602.8,2274428.28,3026634.46,3777090.98,3497757.56,3814346.27,4562040.33,4340817.07,4666933.83,5908819.1,6554685.6,6073896,6023468.56,6345476.54,6094169.63,6782555
ES,3203908,Nova Venécia,0.004447996,0.011584572,0.08980439,0,56.93364291,311.6643259,3116.853333,154089.6165,1842983.3,4562319.69,5464441.64,5752734.58,,,6318310.93,6977998.57,6815331.98,8323061.53,10695425.78,12351791.61,12225179.02,14639514.66,18181405.94,17845608.32,18817315.48,21633280.57,24086518.87,23441587,25350131.61,27932600.56,,
ES,3204005,Pancas,0.003462757,0.008434879,0.056654335,0,28.96643745,123.3755467,1191.53266,67982.217,955685.2,1925496.66,2313414.07,2647587.24,2765682,2707278,2152559,4257877.67,3761352.13,3913043.24,5108988.97,6710035.96,6308184.82,6548270.13,8145163.82,7852914.59,8735675.5,9760833.14,10173906.08,9043265.24,9325058.65,9908566.61,10456917.84,10695326
ES,3204054,Pedro Canário,0.000874887,0.003259938,0.027605868,0,27.18215007,77.69140964,1031.094891,56045.4081,647490.9,1252783.93,1432090.39,1757320.46,1571345.94,1981859.28,1494720.58,1544930.15,2015585.66,3334301.95,2921307.89,3875581.05,6049542.74,6751363.69,6788050.83,6395429.22,7485610.74,7404482.42,6029604,7228442,7498750.37,8775251.73,7981319.48,7764512.76
ES,3204104,Pinheiros,0.001325899,0.003269775,0.018457342,0,14.08541109,105.7307022,1149.018206,58296.553,672401.6,1547697.38,1676974.81,2003186.26,1783753.19,1820178.22,2583703,3182184.52,2168214.21,3860473.05,3704449.38,6537756.36,8002672.85,6542013.69,10562700.32,10150187.47,11195603.7,14095248.42,15978626.52,14574638,14466518.2,13798088.49,13816430.56,14573920.43
ES,3204203,Piúma,0.000826261,0.001845411,0.011881007,0,2.612094655,41.59700673,393.7551976,19649.3973,182049.9,686165.76,684584.01,970206.71,931586.03,579952.16,1265154,1533774.9,1272507.54,1798245,2214595,2472678.11,2251483.87,2499186.58,3041014.48,2318443.93,3291627.69,4504723.38,5882068.02,8560322,9647349.66,10425564.4,16905414.57,21355146.26
ES,3204252,Ponto Belo,,,,0,0,0,0,0,0,0,0,861979.02,,,863036.73,1196366.26,1249076.41,1361651.9,1866530.99,2736413.27,3289374.88,3493185.16,4386249.2,4092552.31,4441611.98,5867566.37,6322750.94,5800000,4973215.5,5119513.47,4867105.45,5018017
ES,3204302,Presidente Kennedy,0.001087402,0.002646531,0.011017181,0,13.83642113,88.08930425,764.0273197,40711.4505,534231.4,1311677.2,1408647.04,1579954.72,1604683.2,1591648.65,1488794.06,1642161.83,1901329,1981731.91,2856748,3534282.32,3863061.54,4383312.93,5104401.58,7513266.59,8373310.82,7207961.61,7569331.07,6599901,6718559.62,7171180.11,6862057.42,6775307
ES,3204351,Rio Bananal,0.00191853,0.006152053,0.047311242,0,0,0,1214.058392,70053.2584,901734.7,2382486.75,2674634.58,2665766.78,2510927,2748382,3348711,3805056,4150802.41,4521735.42,5216124.89,6272706.79,6622256.48,7700277.58,10603135.15,11229600.57,11929318.05,14128401.89,15183822.8,13656691,,17701302.76,18062207.84,20362994
ES,3204401,Rio Novo do Sul,0.000684031,0.001877814,0.00965838,0,6.244683636,53.13030589,486.3274784,27826.1238,350772.2,826927.39,873394.39,1037430.29,957427.59,972605.14,1193606.12,1384209.46,1405905.03,1768861.48,2390975.22,2945547.72,3549547.23,4003955.28,5165845,4689523.88,5181140.01,4725547.6,5031860.29,5721478,5934372.07,5310963.6,5917001.11,5968554
ES,3204500,Santa Leopoldina,0.002462306,0.005927765,0.056756039,0,36.53670575,128.5529253,1482.496543,62608.0984,821326.7,2355234.56,2844333.52,3126925.12,2673890.08,3089403.91,3386863.67,3392478.69,3162444.64,3757172.72,4661033.96,5372350.34,6251008.37,6704177.21,7826240.23,6845042.62,7273148.7,8568067.36,9325263.27,8199237,9539291.52,10472750.26,10193949.85,11014340
ES,3204559,Santa Maria de Jetibá,,,,0,37.05499509,131.8883145,2130.714658,83068.6026,1406884.5,3191593.63,3604882.18,3910759.17,4170312.81,4773854.34,5535202.62,6443505.52,6252133.83,5153180.02,10194616.25,13062910.95,14129070.05,16554521.36,20059689.38,19234421.12,22096187.21,28329104.11,24840362.68,30173173.74,32913443.92,35003981.49,36601554.09,40923676.7
ES,3204609,Santa Teresa,0.003448292,0.008779384,0.059080625,0,38.81717818,183.2344868,2095.114138,103070.253,1296380.5,2593971.53,3068967.91,3023106.58,3049352.88,3537291.84,3940575.89,4369093.96,3248137.88,4830002.41,5998121.84,6873504.38,7102497.8,8531366.17,10294422.11,9559926.19,9949305.07,9000222.88,10817002.5,12204769.97,12776014.13,14578606.59,13186221.27,15247611.74
ES,3204658,São Domingos do Norte,,,,0,0,0,0,59841.6985,822765.3,1828625,965838.84,1077854.17,982624.17,1047738.35,1372833.85,1344511.16,1411303.4,1834813.64,2651627.1,3591485.69,4142091.81,3145248,6497801.38,6874429.8,7369180.51,8616609.95,8564812.47,7668193,8282328.64,9509009.68,9446234.33,10960925.95
ES,3204708,São Gabriel da Palha,0.003337013,0.00790958,0.057118274,0,34.52759593,124.0604745,1411.45425,70565.0993,1026009.4,3163193.01,3114011.13,2992615.64,,,3440726,3196662,3091614,3955856.27,6010538.73,7460966.09,7320235.27,8226172.14,11546241.41,12503364.89,13295516.57,14885130.53,15202381.07,14222729,14598931.06,14651485.3,14415351.56,15921940
ES,3204807,São José do Calçado,0.001005034,0.002307121,0.011920993,0,8.251726218,56.03045451,476.3563215,28149.2171,327768,836848.54,897977.24,1001048.1,952412,1146586,1449810,1785447.96,2016401,2546784.24,3445415,3858566,2532232.84,2858860.62,4860018.6,4759757.61,4994022.06,5592744.06,6436067.12,5963058.53,5491450.47,5993604.12,5304643.52,5715047
ES,3204906,São Mateus,0.00389268,0.008258042,0.049609939,0,36.88993469,370.138952,4079.914719,232383.4761,3038445.4,0,7714161.87,8388106.92,7307434,7604409,9545826,10640741,11292057,12551814,16169325.96,15288029.43,23224066.99,24420825.6,21786689.23,31259303.48,31052125.74,38788455.79,33149079.96,37846766,45407638.27,46193063.31,34288955,38290804
ES,3204955,São Roque do Canaã,,,,0,0,0,0,0,0,0,0,1037466.05,1072791,1017702,1557943,2048648,1932718,2128688,2598585,2355701.24,4000155,4442086.93,5539607.57,5499570.48,6040737.97,6848104.1,7611769.12,7122365.57,7209776.94,7666118.13,7275328.7,7764144.96
ES,3205002,Serra,0.034338955,0.103164625,0.578927513,0,579.8830187,2328.928864,21972.95278,1470395.962,20158431.2,46600667.89,47028519.98,49869409,,,62953730.52,75527179.9,81092092.88,99165793.59,120537368.7,158433543.4,200529166,245081594.3,284644454.9,270458653.7,275469590.9,287481301.7,286406216.4,253929419.4,240339989.8,279085629.5,289764339.9,305193373.4
ES,3205010,Sooretama,,,,0,0,0,0,0,0,0,0,1603842.18,,,2078525,2952256.1,2814090.43,3178270.91,3914807.06,4211816.28,5790940.58,6254504.2,8141845.36,9041662.8,9462053.83,11097374.85,12981913.49,12518558.16,13621409.22,16869034.84,15633381.2,15818916.66
ES,3205036,Vargem Alta,,,,0,20.48239116,86.88844469,780.0277839,43650.8215,507218.6,1256367.08,0,1836135.93,2296766.77,2463707.29,3465465.82,3793866.18,3647036.74,4154525.18,4888347.08,6144857,6229499.2,6733305.37,8819961.58,8284307.4,8737786.58,10078453.47,10951961.82,10639736.38,10861577.64,11253259.96,10983072.28,11705817.6
ES,3205069,Venda Nova do Imigrante,,,,0,17.84818847,82.51761818,978.4214897,52498.5192,615864.8,2140117.49,0,2271706.34,2249562,2415683,3428325,3976505,3697034,4697212,6471819,8868733.33,10658334,12419747.09,14196213.58,13073498.47,13659180.56,16517847.67,17837276.56,15342234.81,14880727.45,15405409.95,14404678.8,15346608.96
ES,3205101,Viana,0.010670375,0.026465839,0.15669644,0,190.8398097,550.0675037,4972.128289,249016.7836,2303223,4878821.39,0,8232626,7886599,5828875,5771391,7039622,6317546,6701989.38,9551200,13657946,14015081.71,13405670.86,15923437.89,15621295.36,17649413.92,21490047.95,25322730.23,27582538,28110761.92,35693469.55,34761837.35,44511170.54
ES,3205150,Vila Pavão,,,,0,0,0,0,20007.4434,268896.6,597776.21,0,1052974.84,,,1092307,1502959,1544174.23,1944956.73,2884719.08,3811152.86,4535372.76,5158218.51,,6080117.12,6728069.69,7295159.68,,6810612,6831918.72,7536809.61,7300312.14,7903575
ES,3205176,Vila Valério,,,,0,0,0,0,0,0,0,0,813585.21,628678.56,625011.27,2615034.64,3321150.22,3139909.44,3921793.03,5502394.39,5859510.83,6734097.07,7438433.78,9644891.37,10483489.25,11363441.07,12612832.61,13247865.75,11839510,,0,14492467.64,16054459
ES,3205200,Vila Velha,0.012764525,0.027246659,0.169173441,0,181.8231648,1337.29318,12047.97487,734201.5425,8679275.8,18367679.95,0,22457943.59,24226397,22867961,29742756,36676695,26494832.35,47639665.18,57858579.46,66778888.55,49074395.3,79443228.76,101084429.5,76195312.76,112698513,141168618.3,156484637.9,127886164.6,108933485.7,131442904.4,119784188.3,128305697.3
ES,3205309,Vitória,0.044272356,0.094089168,,0,0,0,0,2274096.268,30305160.7,68766767.42,0,91172868.21,93946642,100700477,128680206.4,138037412.9,131039828,165923756.9,219459243,250027823.5,271029566.5,348461254.7,425369728.1,370314359.4,391890003.1,456364821.9,474763378.9,436059198.9,357143898.9,332306643.1,288024726.3,280143998.6
ES,3299919,Riacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
