Sigla,Código,City,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
PR,4114500,Manoel Ribas,0.000695325,0.00242948,0.015842012,0,0,59.78380745,529.2404541,39399.2354,579543.2,1055222.02,1043833.99,1043044.24,1016642.46,1217750.8,1524204.09,1291417.25,2077112.6,2210884.89,2573513.77,3092849.41,4967345.83,6179546.06,6130571.35,6437209.08,7384063.95,8537089.85,9376467,8017817,11381614.53,11919094.82,11099927.88,12098043.18
PR,4114609,Marechal Cândido Rondon,0.005988314,0.013497538,0.09076677,0,0,478.6846752,3715.838092,60021.7321,887465.9,3159149.69,3854284.1,3650036.72,3143305.75,3991567.22,4843680.48,5251534.56,6537919.48,7915264.09,9803508.12,11250217.67,11507686.96,11726903.44,13939863.75,16142207.96,18967901.19,21348084.65,24109015.29,29062649.6,31774814.72,35166292.09,39226303.72,45611097.77
PR,4114708,Maria Helena,0.000833452,0.002271542,0.014314558,0,0,30.72235662,306.8463135,14502.4762,154112.7,269237.06,324393.62,357897,362642.82,422452.8,452723.14,500934.04,665406.64,792887,943107.23,1080602.61,1187033.26,1285957.26,1533328.04,1572524.29,1712345.49,1996931.77,2168966.4,2560042,2774025.13,2568010.21,3369834.83,3941777.48
PR,4114807,Marialva,0.003376886,0.009205799,0.053909173,0,0,163.0814343,1537.598228,76850.5408,900132.1,1664370.49,1877219.52,2050989.56,2401010,2906542,3070532,1936854,3167344.27,3962325.7,4710129.1,5157642.21,5347055.13,5626601.99,6994118.88,7753940.36,9201899.94,10542433.29,11205182.6,13864221.5,,,,
PR,4114906,Marilândia do Sul,0.002226946,0.004822395,0.031559341,0,0,117.3598002,805.0860091,22703.8336,287168.5,490346.87,595314.22,632274.09,683123.7,877982.7,1046843.3,1151265.65,1296099.93,1308153,1746042.84,2699783,3012158,2608768.27,3593750.5,4472058.02,5577789.34,6464473.07,6826604.12,7695597,,9779080.84,8797891.8,9130634.12
PR,4115002,Marilena,0.000493281,0.001870216,0.010739298,0,0,21.35138335,223.7083935,12915.7053,142094.1,236132.32,363498.71,329770.9,606138.52,356548.26,433258.7,566712.56,,879546.16,976772.78,1108891.38,1158865.08,1196048.42,1536694.07,1542377.02,1670444.5,2009468.62,2215146.09,2673102.59,2926464.89,3268204.67,3736748.62,4756548
PR,4115101,Mariluz,0.001324459,0.003100933,0.018413353,0,0,46.59312455,463.9363066,26755.6276,302413.6,443259.48,474516.16,426999.94,471264.46,551410.4,0,690502.07,810780.54,853851.38,1153530.28,1518855.47,1757240.92,1813408.77,2128107.05,2372591.18,2637213.97,2749390.86,3047056.95,3541226.55,3677496.27,4301926.37,5030794.26,6083466.53
PR,4115200,Maringá,0.038082437,0.091437777,0.566106596,0,0,2079.314928,17779.20649,867212.9563,10054934.8,19322636.92,18931801.74,20966053.06,16516833.18,20738077.05,26106877.61,23006090.02,30190029.53,36375767.73,40221467.45,44412241.01,49231907.14,54625258.39,66876470.14,69098575.83,74293918.95,88531870.75,103820051.9,124013267,142478281.7,157269247.8,156056384.8,170547181.6
PR,4115309,Mariópolis,0.000788316,0.001933991,0.014702577,0,0,39.48294396,568.1412842,29707.252,382509.1,787348.2,1055361.61,952922.06,905344.28,1090233.13,1346558.18,1496720.72,1773778.83,2108668.22,2501126.91,3043588.05,3272103.07,3310479.3,3666302.82,3841556.22,4624678.59,5175583.98,5514696.68,6461245.41,7241528.37,7940752.61,8071375.87,8920726.2
PR,4115358,Maripá,,,,0,0,0,0,0,503387.2,897825.09,999379.27,1012251.84,1152285.75,1372534.56,1700701.79,1615818.07,2207304.26,2543393.5,3310146.25,3926070.98,3855881.26,3689644.97,4215229.08,4740744.16,6057785.69,6931445.12,7778174.52,9411891,10244669.89,11610503.15,12945622.83,15178434.69
PR,4115408,Marmeleiro,0.001103172,0.003017482,0.019358801,0,0,55.97844505,817.1597892,29733.5394,374085.8,788909.11,1105310.88,1058203.38,981104.69,1245639.37,1353513.05,1800604.32,2130686.1,2700363.9,3177240.76,3766252.41,4176632.64,4350264.78,5036917.3,5259012.4,5927221.45,6847276.92,7607955.46,8601201.49,9541998.81,10991950.94,11902745.08,13157993.44
PR,4115457,Marquinho,,,,0,0,0,0,0,0,0,0,207432.74,200076.57,342083.31,400983,498722.46,709517.9,757000.73,891248.66,1014298.45,1156146.03,1256058.52,1489305.45,1434060.82,1608886.64,1895192.22,2198393.94,2513069.92,,3118317.4,,
PR,4115507,Marumbi,0.000608753,0.00137241,0.008376591,0,0,23.33142302,208.2577755,10669.3198,125983,216412.75,260089.96,257508.4,271739.52,331218.15,422971,458601.25,471668.97,510771.17,627688,781504.28,873699.93,920094.1,1061383.1,1221163.04,1319543.49,1393670.52,1608452.46,1864921.21,2063740.4,,,
PR,4115606,Matelândia,0.003281369,0.007635866,0.041376161,0,0,91.05989138,2042.511447,81866.2429,1234995.6,2442677.7,2707898.43,2913019.34,2600478.03,2294904.32,2164235.75,2807509.88,3360087.32,4109139.7,5147786.7,6156265.38,6699858.53,7386725.89,7660201.84,7728306.04,9166263.27,10466840.43,13885533.56,13894688,15488572.03,18903203.53,21449158.33,25358462.22
PR,4115705,Matinhos,0.000188702,0.000651893,0.005400588,0,0,20.49121422,246.1279061,19199.8761,207569.8,367465.29,422814,515501.93,659602.43,614693.29,802232.9,878749,1034491,1098984,1273831,1472479.32,1510191.29,1655034.94,1995015.94,2054429.67,2256393.3,2713522.5,2976097.13,3536269.92,,,,
PR,4115739,Mato Rico,,,,0,0,0,0,0,149825.1,237486.94,246553.99,243746.08,226107,345735.18,414999.75,468451.11,557567.62,685871.2,704093.53,965258.96,1000533.61,1041075.08,1170451.61,1197686.05,1133358.18,1678371.88,1783380.99,2151621.65,4291975.01,5083566.37,,
PR,4115754,Mauá da Serra,,,,0,0,0,0,0,367729.6,764970.01,619259.76,595218.99,600052.59,794800.25,1173299.74,1292769,1219536.59,1502582,2028644,2687016,3150194.22,2992800.11,3444697.7,3322206.54,3420398.6,3916411.6,4177350.41,5456052,6375520.7,7047675.46,6546887.82,6981627.11
PR,4115804,Medianeira,0.005217447,0.011519503,0.053729549,0,0,206.1842114,3467.562688,156135.6136,1881319.4,3114639.04,3624986.43,2170946.88,2397915,2669320,2577681,2838086.04,3864036.76,4481907.78,5303884.21,6312924.75,6686877.75,6841998.58,7824807.18,8247467.06,9632298.2,11257249.16,13494426.08,16888239,19480640.42,22771789.3,25122393.11,29498229.46
PR,4115853,Mercedes,,,,0,0,0,0,0,82158.3,183062.53,329677.21,373022.55,382252.45,527685.66,789266.41,868782.39,855001,1158996,1347605.77,1651136.19,1737778.87,1708351.61,2028723.46,2258769.06,2752220.29,3214095.84,3636549.75,4313320,4864567.78,5665297.5,6070858.93,6982465.7
PR,4115903,Mirador,0.000228961,0.000592837,0.004762639,0,0,13.76017385,166.3054164,8930.4746,92729.4,166598.22,216495.54,211854.98,,,365373.29,352048.93,448282.58,486061.56,479372.88,719416.52,816892.37,858976.92,1066211.99,1311664.7,1265978.36,1911460.61,2234609.61,2532874,2482998.14,2643748.72,2868288.28,3379808.96
PR,4116000,Miraselva,0.000762519,0.002029264,0.010774175,0,0,36.22449764,283.5147061,14068.981,154922.6,291572.81,376399.67,178627.87,188678.3,279649.15,284540.68,200440.87,299455.8,347472.87,373831.28,427850.69,475354.01,488156.71,,628047.01,686603.38,812297.64,941798.11,1334761,1281215.95,1389476.19,1483577.35,1790975.59
PR,4116059,Missal,0.001173374,0.003036214,0.01960966,0,0,70.03040287,894.3094173,38128.8353,614750.9,599590.71,697714.62,696637.53,778160.07,1108486.93,1255428.76,1473929.92,1427145.55,1992183.34,2477083.31,2891269.57,3052264.78,2998163.21,3448293.57,3863270.81,4556341.7,4991123.26,5704267.22,7288192.3,8275033.09,,,
PR,4116109,Moreira Sales,0.001235025,0.004725177,0.031766063,0,0,90.46665069,815.9260611,37208.8028,405363.7,574427.43,657590.6,634311.22,624693.03,818315.9,897674.84,965233.06,1203360,1503719.4,1855451,2365614.17,2797160.54,3081610.2,3883751.2,3827999.04,4031755.76,4456954.72,3610115.45,5365908,,5716181.05,6559378.64,8426591.2
PR,4116208,Morretes,0.000568902,0.001904998,0.012962445,0,0,37.02176607,883.2176045,43674.0752,456296.6,776261.92,951995.89,916946.56,882952,1102191,1444917,1539055.56,1800345.52,2161953.48,2444610.35,2629224.05,2811161.81,3042185.37,3608270.86,3971615.08,3673728.04,5183865.86,5495788.13,6510543.67,6618990.52,6761457.19,5963081.6,
PR,4116307,Munhoz de Melo,0.000418374,0.00103853,0.007107205,0,0,18.3252376,186.0032432,8844.6464,97570.3,160002.57,233617.03,251505.06,250677.51,292448.82,307443.38,407502.05,457401.33,543755.16,651358.18,848191.03,933287.88,970750.86,1143718.87,1174053.15,1411411.49,1834042.88,2191795.68,2601905.15,3045819.47,3546429.56,3792450.7,4252646
PR,4116406,Nossa Senhora das Graças,0.000416211,0.001139786,0.006343046,0,0,20.69120702,194.7791822,10773.8952,128271.1,218986.33,245741.32,265799.39,286500.9,355635.66,441376.39,472230.58,467640.79,604819.97,592596.18,765995,825724.53,833534.89,1079464.32,1171704.74,1223230.39,1361856.6,1491399.1,1816584,2075989.22,2394975.66,2455057.52,2667402.57
PR,4116505,Nova Aliança do Ivaí,7.58E-05,0.000315023,0.002195307,0,0,8.560783309,89.69826211,4918.6717,53068.6,96438.1,119189,109550.9,109974.46,133604.92,204095.76,259649.23,296061,349985.01,410900.39,505988.65,587393.15,529775.01,621366.35,562916.95,891487.1,972981.47,984684.92,1142404.22,1221378.45,1328316.91,1430541.79,0
PR,4116604,Nova América da Colina,0.000824042,0.002146877,0.01252738,0,0,30.87541691,311.7470477,16127.5477,152867.9,327574.49,417381.06,371801.63,377471.64,465985.76,567043.3,697913.54,808224,846778.47,978941.65,1054476.63,1280324.25,1258105.51,,,2002293.32,2427431.69,2751413.15,2568384.9,3597266.78,3348855.58,3338152.53,0
PR,4116703,Nova Aurora,0.002741357,0.007273126,0.039574753,0,0,128.4923937,933.8201397,47179.7938,603287.9,1045083.29,1321575,1411833.72,1475730.18,1867412.38,1936679.01,2186723.15,2837043.55,3372315.15,3522406.04,5031151.4,5380737.15,4727909.31,6392202.64,6318166.61,7563836.05,8425436.31,8975412.7,10961326.42,12809638.34,14439229.22,,
PR,4116802,Nova Cantu,0.000924497,0.002658515,0.01714218,0,0,53.48920607,468.5519459,30499.057,349369.3,498639.01,621913.52,635949.46,559742,797950,940856,1019538,1209000,1423071,1754125.79,2097627.93,2192686.57,2196020.72,2299664.93,2278380.95,2726139.23,3041803.62,3376408.77,3883668.1,4932843.36,5303410.17,5463061.84,6749519.99
PR,4116901,Nova Esperança,0.002171842,0.005097189,0.037732675,0,0,134.652379,1274.748015,52689.3242,556797.4,929590.01,1144190.42,1221248.5,1312944.73,1693231.11,1949473.47,1906481.87,1923964,2300551.33,2516297.53,2867116.22,3153518.87,3301474.78,3907277.81,4906474.48,5681807.74,5650098.47,6597040.4,7630880.4,8310764.49,9470959.56,9954452.56,11251629.54
PR,4116950,Nova Esperança do Sudoeste,,,,0,0,0,0,0,158399.2,272900.4,320396.81,371037.69,414313.86,559815.05,626025.15,861793.76,1035265.35,1204738.4,1372139.57,1627440.17,1811957.26,1946061.82,2240889.75,1915576.18,2874081.39,3334379.22,3535935.68,4070382.75,4449250.22,4807828.6,4918297.1,5377954.45
PR,4117008,Nova Fátima,0.000901657,0.002270575,0.015015693,0,0,47.45453062,400.2469187,21023.9742,230203.6,419639.17,451727.96,374325.37,465510.03,730291.17,802299.72,731259.99,795543.76,962718.47,1297488.01,1609853.5,1767571.8,1959535.02,1839891.35,1979865.77,2360198.58,2757969.6,3006051.8,3638472.63,4159980.36,4522674.19,4705836.21,5519799.4
PR,4117057,Nova Laranjeiras,,,,,,,,,341793.5,650868.02,705916.31,629117.53,755809.68,1231574.2,1225818.07,1658614.25,1657931.29,2025742.14,2382074.12,3056488.53,3245936.42,3444391.71,4251545.57,4302780.09,4643690.8,5200000,6234705.75,6878675.49,7312822.76,7751714.08,8256806.2,9858063.4
PR,4117107,Nova Londrina,0.001499862,0.004147189,0.024016117,0,0,63.9906168,606.5355147,36571.2337,462625.9,804425.09,778024.29,683937.31,690768,825557,962032,1016279,1316340,1639931.22,1863339.76,2309126.68,2482268.54,2307451.97,2758558.83,3041495.72,3488964.64,3489561.01,3838148.99,0,5071476.98,5408187.04,6116312.4,7343669.65
PR,4117206,Nova Olímpia,0.000353778,0.0010576,0.006298239,0,0,16.30441535,182.9157025,8408.2395,105069.8,166346.13,236329.56,247752.6,214078.04,251521.07,359359.49,350914.5,421895.05,534232.58,641230.15,711758.79,878062.19,993842.71,1293268.85,1468707.07,1639500.64,1843537.66,2195918.99,2501700,2531388.99,2795046.83,3064871.79,3370204.45
PR,4117214,Nova Santa Bárbara,,,,0,0,0,0,0,91738.3,139770.09,159628.09,187851.8,196353.15,233914.86,297059.78,277985.99,289502.89,340979.38,443594.89,,590780.6899,578410.29,609565.5,695843.22,836205.68,929538.53,986467.95,1087273.66,1300708.87,1511273.76,1140597.99,1610630.03
PR,4117222,Nova Santa Rosa,0.001688115,0.003850668,0.022553184,0,0,99.02917487,826.6621593,34564.7068,388442.2,662997.77,868068.82,932921.83,1006154.57,1231447.93,1447064.3,1643811.87,1901078.21,2230972.43,2597439.13,3114979.57,3456852.7,3505866.24,4002149.27,4574873.87,5741498.97,6625697.93,7262729.21,8562617.72,9580878.07,11189320.81,12606881.56,14814255.86
PR,4117255,Nova Prata do Iguaçu,0.001114944,0.00316996,0.019648776,0,0,49.08425844,454.1373536,24522.7222,310557.6,624087.01,721546.64,752888.54,677587.37,848975.43,907148.07,1186517.05,1148129.32,3085816.18,3114319,3197106.34,3243095.79,3502115.91,4053848.93,4170888.75,4695163.94,5276565.86,5746761.66,6445957,7075599.22,8008669.86,,
PR,4117271,Nova Tebas,,,,0,0,35.37184262,342.4668179,19574.5369,234804.8,393366.89,398273.74,428690.74,357049.13,625754.98,788285.93,877636.72,808721.05,999979.04,1181364.69,1145236.92,1437266.93,1759395.09,1763533.01,1734189.48,2025599.75,2415889.84,2659078.96,3279924.05,4438399.09,5126109.88,6959440.51,7831484.01
PR,4117297,Novo Itacolomi,,,,,,,,,96267.8,139886.8599,163046.87,171621.64,178157.29,215987.68,276752.47,298668.97,358861.27,469637.75,510760.69,706460.04,875720.54,962762.62,1128944.19,1204666.95,1496205.93,1885432.24,2212731.37,2391048,2491746.47,2707014.56,3094887.55,3958927.4
PR,4117305,Ortigueira,0.001375174,0.004186047,0.02705302,0,0,75.42394607,0,43976.0554,494945.8,854955.63,959467.19,1059875.39,1049938.51,1630313.19,1950769.85,2257021.99,2133944.11,2995450.34,3346519.23,3739698.83,4269258.32,4823019.76,6039664.7,5418813.08,7499610.57,8474162.12,9992542.47,11624807.25,11873221.51,,,
PR,4117404,Ourizona,0.00080758,0.001916669,0.010249849,0,0,49.49372178,395.8287527,14424.3669,154022,0,302007.84,309214.15,330997.02,440835.81,568849.43,530093.73,697463.67,851844.92,1123812.56,1327108.8,1332589.88,1202777.41,,1366524.22,1675249.18,1807084.55,1994242.14,2495155,2825305.42,3055471.78,3052304.62,3433077
PR,4117453,Ouro Verde do Oeste,,,,0,0,75.14804793,502.4556004,22102.5417,272624.6,426214.7199,524382.71,662702.11,730712.01,897808.55,903524.84,830667.02,1087439.51,1253704.14,1621439.46,1623804.2,1989159.83,2057862.72,2229820.15,2393616.27,3138284.62,3727598.64,3969312.88,4654597.26,5234367.65,5963090.75,6584077.98,7458965.53
PR,4117503,Paiçandu,0.001042019,0.002685068,0.016282759,0,0,84.0983912,733.0987028,32770.3551,382188,913630.13,842845.8199,616268.35,894702.97,1004393.57,983448.55,901746.88,1204268.55,1433926.69,1603560.48,1713016.91,2070022.87,2294089.78,2474904.72,2546448.7,2262713.96,3148061.77,3661234.42,4506978.83,5776592.25,6684808.89,6719951.22,7903351.18
PR,4117602,Palmas,0.002979536,0.007340044,0.06032737,0,0,185.5705568,1656.75169,86510.8153,928143.2,1938766.13,2677974.39,1405970.86,1223467,1619557,2134584,2731459,3557512.77,4148163.66,4985597.7,6833812.93,7814216.88,7958359.72,7958706.62,8114854.09,9131177.05,9973940.79,10509046.16,12170931,12868301.04,14700274.9,16852778.47,
PR,4117701,Palmeira,0.00287005,0.007889358,0.058120543,0,0,187.0378493,1667.317967,99517.3763,1228463.4,2177113.12,2591457.93,2753124.08,3029292,3765298,3587447,4021491.37,4550917.56,5744963,5639040.64,8064772.92,9390327.43,9794912.32,10295452,10544672.89,12606150.67,15586784.69,17045475.78,18676246,21779623.85,24508917.29,25020237.55,27812065.02
PR,4117800,Palmital,0.000597739,0.002548574,0.016707417,0,0,54.48477793,575.7935383,20614.3933,263897.1,484410.5,548983.61,560430.49,507730,754138,774922,1029011.23,1299567.24,1532353.76,1742486.02,1966576.76,2104427.21,2248225.31,2657317.8,2659632.37,3032814.27,3544498.47,3968841.13,4695669.12,5955582.03,6845043.43,7530363.57,8986398.61
PR,4117909,Palotina,0.009877006,0.022847434,0.129567098,0,0,375.5837734,2880.498374,104122.0755,1322091.5,2567981.24,3164300.54,3224727.35,3596464.09,3847404.17,3713117.08,4652460.08,6377583.41,7420497.09,9151302.17,10706153.93,10590208.34,8611870.02,11261251.98,12535950.82,15481975.76,17107570.39,19130910.17,23593924,25659283.82,29483804.4,32220579.8,36059879.75
PR,4118006,Paraíso do Norte,0.00063858,0.001612027,0.010047471,0,0,45.25440542,423.0395747,20081.2522,178963.4,303246.27,410782.38,462394.08,540687,663844,841390,847971.96,1117156.93,1294647.59,1471780.69,1722401.27,1861251.06,1935247.09,2366512.58,2753558.43,3072954.51,3407106.9,3617652.99,4377202.02,4876018.79,5649747.33,5904065.64,6014947.93
PR,4118105,Paranacity,0.00111302,0.002414843,0.013906334,0,0,44.13782138,506.697637,30531.4347,316646.1,594512.4399,693224.24,659684.64,,,1213530.29,1195349.53,1141857.65,1719798.94,1963550.94,2533671.56,2903518.35,2245862.43,2709791.42,3017491.98,2962647.11,2582583.7,4303106.3,5776450.14,7134987.32,7589690.18,7853918.67,8457557
PR,4118204,Paranaguá,0.026019783,0.063579081,0.309477124,0,0,1170.436734,10401.37843,517412.6643,5708828.2,8642301.52,10390601.96,8526211.22,9184356.59,10462508.51,14739150.54,15846772.74,19894721.63,22639619.37,26261288.2,27122310.67,31765095.82,34789046.11,27292242.24,31314544.57,37553759.21,41018282.99,39658126.31,55201724,64418879.87,69865909.43,76488610.77,79355476.31
PR,4118303,Paranapoema,0.000282499,0.000779974,0.004964772,0,0,20.20207695,162.6400438,6903.5048,88432.7,157623.27,199421.54,248656.61,240597.51,261887.68,370819.32,359563.34,260865.75,350562.07,358335.46,487388.93,551808.96,545517.05,628274.65,754538.9,910867.42,953758.66,1016904.09,1258595,1379165.82,1428432.44,1440390.87,1607892.48
PR,4118402,Paranavaí,0.007172397,0.019413869,0.110626442,0,0,293.7590077,2419.465637,133322.4032,1489681.9,2471933.86,2679474.62,3051458.02,3051287.72,3426300.33,4304682,5126977.33,5876891.17,6329762.26,7156110.85,8453351.87,9627054.86,10648575.12,12676278.79,12974487.53,14020445.31,15976205.46,17705273.41,21004183.16,23211911.12,25687315.57,27656527.3,31751247.99
PR,4118451,Pato Bragado,,,,0,0,0,0,0,549558.9,264782.24,325987.95,345600.65,365143.83,504159.29,630567.71,700762.31,792331,917170,1130606.17,1366802.65,1421216.37,1324249.9,1523458.98,1772794.3,2185951.85,2715609.17,3321656.27,3930139,4264112.34,4680173.45,5210842.77,6203263.34
PR,4118501,Pato Branco,0.003263542,0.008370596,0.058470212,0,0,174.4407535,1642.703931,102186.1729,1201448.9,2385905.33,3025248.25,3046014.24,3681332.22,4295569.23,5285066.39,5697720.75,6548441.6,7981598.33,9246632.22,11713997.99,13047818.67,13015839.2,15316816.22,17251333.2,21569429.12,24457100.61,27479418.95,31871300.96,33904605.01,54202704.64,,
PR,4118600,Paula Freitas,0.000197074,0.000832365,0.006204829,0,0,23.80190258,223.2463033,13275.2218,137834.6,269128.44,317349.85,326980.9,369828.41,535281,651606.87,697905.57,868977.01,1090597.03,1324317.03,1606717.7,1759328.89,1900008.34,2235177.01,2319349.15,2584490.56,2978956.79,3269110.77,3759909.32,4315757.63,5249587.69,5605901.61,6143432.13
PR,4118709,Paulo Frontin,0.00025395,0.001152018,0.008762866,0,0,27.07967745,293.9415865,15167.5667,183516.3,347803,406873.28,454322.38,524278.51,74882.59,790360,862882.53,1003238.24,1248218.69,1505477.51,1771370.17,1980145.56,2152598.8,2491017.52,2619676.3,2912757.23,3486842.01,3956921.05,4423089.3,4925574.85,5683658.23,,
PR,4118808,Peabiru,0.001650167,0.005319993,0.02720277,0,0,100.7278121,856.6682047,40004.2497,523081.7,1033148.88,1210209.41,1012516.02,718948.67,932848.44,1122412.11,1253959.92,1566959.68,1797187.79,2324401.4,2869475.96,3076761.34,2794201.63,2789680.41,2975385.26,3588567.38,3924094.37,4295183.95,5343544,6472368.21,7223134.47,8368286.77,9229124
PR,4118857,Perobal,,,,0,0,0,0,0,0,0,0,496337.13,419613.09,537904.48,787846.13,801934.17,995532.45,1120011.51,1280827.35,1238250.73,1491357.75,1690575.76,20000,1898371.87,2753416.44,3306755.94,4008630.11,5120690.28,5680676.47,5485997.37,5069132.72,5563785.22
PR,4118907,Pérola,0.001633271,0.005109321,0.03046685,0,0,45.37431745,486.8458449,24417.6731,286380.4,451052.98,564408.15,389210.16,383746,499796,599672,659324.59,796772.62,918691.47,1032087.57,1228465,1320258,1419865.57,1863464,1970400.32,2058110.44,3372502.44,5011715.02,6396479.6,6168126.87,7120203.27,9689272.18,9894095.48
PR,4119004,Pérola d'Oeste,0.000763994,0.002441509,0.016403984,0,,43.67062247,388.7292159,19453.3955,239285,421937.93,514733.17,387879.59,385519.94,567423.9,695320.5,742286.25,873782.54,1074551.7,1249320.16,1452051.76,1580969.6,1613968.73,1811027.39,1518068.9,2235905.25,2575313.1,2784854.34,3214831.91,3459381.57,3768656.31,4077886.35,4520111.31
PR,4119103,Piên,0.000386847,0.001410756,0.010854263,0,0,26.81974935,340.4768998,20176.3813,220100.7,400616.01,475363.62,530940.71,564550.31,798230.21,1334929.3,1970100.73,3716444.04,4482687.14,4388078.13,5674711.35,5832803.49,6742045.57,8241006.13,8878782,9318053.84,9532919.69,9403851.78,8011208.57,0,12381873.44,13715903.97,14630370.95
PR,4119152,Pinhais,,,,0,0,0,0,0,2189534.4,3550762.34,4548061.26,5748644.92,6746399,8244583,9315930,12666903.33,14763290.47,16812921.85,19013996.59,,22136682,26610261.96,37492705.9,40567072.54,43717971.3,49981688.99,54122102.88,60821598.97,78703174.95,71993891.57,73022591.8,74658538.76
PR,4119202,Pinhalão,0.000345626,0.001050728,0.006130459,0,0,16.83953909,165.2955825,8738.87,101844,184494.1,279501.62,319731.45,269761.93,406935.07,530868,620472.35,578342.91,677374,683696.31,1507384,1042534.79,1194862.44,1372125.69,1392301.89,1578813.89,2238665.74,2298469.01,2760341.21,3086846.23,3397900.11,3436890.88,4052969.63
PR,4119251,Pinhal de São Bento,,,,0,0,0,0,0,87596,111625.92,126000.72,129314.52,136152.67,195758.77,206826.76,269115.81,337565.09,397697.94,455424.16,538079.55,603301.72,651150.67,749797.97,779748.03,873306.55,995002.89,1084023.41,1256216.07,1368522.37,1501101.08,1634589.78,1868337.82
PR,4119301,Pinhão,0.002334806,0.007316744,0.05704954,0,0,180.5818169,1994.575548,120079.5632,1398982.1,3016423.86,4021112.99,2327198.76,2740880,3411598,4249707,4595453,5399926,5649957.19,6591957,7199179,7421581,7909071,,10562429.39,11959558.83,13631142,14764601.25,16067040.25,17764842.74,20011320.2,,
PR,4119400,Piraí do Sul,0.002038606,0.005407203,0.039243334,0,0,134.0537541,1252.926708,80334.799,930309,1616320.36,1846486.36,1898653.76,2093702.04,2491757.64,3036707,3786114.8,4008201,4806107.1,6234602,6808517.63,9091588.41,9875625.98,9185454.99,11588189.39,12503081.01,14347169.49,,17440468,19316980.28,20527649.9,,
PR,4119509,Piraquara,0.001908055,0.004577545,0.048728268,0,0,135.1955424,4923.205407,96020.4514,986202.5,2573847.99,2014007.98,3196531.3,3650637.78,4644548.68,5130554.25,6835100.72,8922659.31,10657737.72,12326805.68,14009653.1,15263860.83,16453992.36,19908177.82,22049472.21,24753195.2,31818378.82,25688290.34,37356326,42949236.43,45985607.85,46834623.43,53052939.71
PR,4119608,Pitanga,0.003179139,0.007532639,0.056037518,0,0,136.5271686,1423.949275,61407.5967,827648.1,1468605.61,1804148.54,1620689.77,1768721.7,2437855.61,2892274.65,2770251.07,3131890.18,4461606.85,546867.54,6546268.91,7072829.68,6866814.97,7579171.9,7832647.85,9321115.94,11115560.51,11286017.02,12819993.03,14711045.65,16707431.81,,
PR,4119657,Pitangueiras,,,,0,0,0,0,13069.7501,148834.6,200891.99,183837.01,198244.47,227187.62,328154.41,427137.01,476543.47,507101.21,532141.16,684714.01,952455.33,1108468.86,1046320.95,1071960.51,1265585.69,1625465.61,1572791.61,2226222.86,2550237,2842100.78,3021319.18,3019834.86,3511828
PR,4119707,Planaltina do Paraná,0.000506828,0.001256301,0.007967427,0,0,22.04185465,242.4260917,12372.9,0,229981.86,289644.03,297449.77,275026.63,338338.21,385085.75,446463.41,637692,714565,839855,1060905.05,1144770.24,1213792.8,1327962.06,1293827.06,1513102.49,1827815.99,2078737.17,2361494.61,2577339.15,3150087.79,3492523.45,3874170.05
PR,4119806,Planalto,0.001015125,0.003288714,0.021724009,0,0,47.50215902,518.7108509,25939.2264,330056.6,605149.25,770857.61,771022.93,816347.71,1180914.44,1236794.87,1629269.42,1948109.7,2433388.38,2898155,3420204.59,3699759.66,3906167.73,4350279.08,4439239.23,5080242.19,5734113.94,6403604.23,7463021.03,8299445.03,9136243.17,10038744.45,11637624.75
PR,4119905,Ponta Grossa,0.039844512,0.086560019,0.540433689,0,0,1860.530452,15740.64883,819829.1683,9003789.1,15463656.75,17251396.34,15139779.29,16382699.31,19825380.15,19957048.85,28491937.02,36946721.46,49610732.87,50743545.64,63078243.9,66759049.59,70563262.37,78291091.4,76079101.94,86955931.06,99163483.94,107153659.2,121048718.5,136157532,145907137.9,143990194.7,164108546.8
PR,4119954,Pontal do Paraná,,,,0,0,0,0,0,0,0,0,2531128.45,255629.93,310916.29,479421.62,579291.84,549769.31,650193.87,767808.29,853256.03,914576.47,1051138.48,2191063.76,2245608.09,1339960.52,1569564.2,1927786.2,1410260,,,,
PR,4120002,Porecatu,0.006838472,0.018114632,0.083436952,0,0,195.2811457,1925.130456,101266.8007,1101892.3,1911282.2,1870906.02,2044484.27,2090281.66,2377078.98,2193627.75,1954020.81,1874968.06,1741778,1918292.03,2123835.39,2277088.75,2315721.57,2813377.39,2805590.34,2213524.82,2821886.15,3937173.72,4534442,4895182.6,4690413.1,4413709.21,5388777.24
PR,4120101,Porto Amazonas,0.000188246,0.000521798,0.003780384,0,0,13.57707218,131.7463155,11576.8331,123412.7,220330.83,251764.35,288114.47,298553.57,336719.99,384965.78,480861.54,503208.07,651546.12,719996.71,909363.64,1114530.8,1200565.54,1352249.63,1359502.72,1401889.55,1876785.4,2345172.8,2540334.36,2716176.93,2743499.1,2680487.75,3030165.3
PR,4120150,Porto Barreiro,,,,0,0,0,0,0,0,0,0,1024387.21,985458.53,1214701.89,1351356.19,1207917.51,1388182.66,1578721,1357622.84,1257345.9,1326587.4,1285105.58,1327752.62,1336257.45,1665210.62,1739649.67,1627724.47,4028516.69,2810220.69,3162145.88,3435047.58,3896828.29
