Sigla,Código,City,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MG,3116159,Chapada Gaúcha,,,,,0,0,0,0,0,0,0,0,1389349.35,2234192,2341286,2763275,3192229.33,3633437.43,3907304,4703247.19,5856407.55,6715671.85,8722360.91,12810870.52,12541998.61,14244906.36,17203946.55,19551921.9,22246607,24498428.89,25325299.98,29149669.28,29427645.06
MG,3116209,Chiador,0.000370905,0.001102809,0.003013656,0.020103871,0.2967616,11.63796916,49.27321898,752.4002841,47161.2319,430813.9,848387.11,1043614.88,1139870.71,1475720.31,1766866.81,2119549.63,2350902.13,2726879.86,3057595,3416517.68,4609465.24,4919948.39,6082484.57,6859650.27,6942850.38,8128523.65,9987943.71,11233598.28,11320417.14,12348483.44,10682178.99,15158568.97,15422474.65
MG,3116308,Cipotânea,0.000251682,0.000792601,0.002152987,0.014633536,0.2147452,9.926088509,41.65610702,706.3780296,45131.0774,386817.4,788894.91,1026977.25,1106746.91,1452056.53,1876414.37,2273585.32,2583669.32,3074727.39,3043910.58,3367528.69,4348389.08,4790843.96,5506607.95,,6922333.15,7986881.78,9416111.79,9856273.13,10751052,11469090.25,,13445097.68,13718506.13
MG,3116407,Claraval,0.000470566,0.001471469,0.005040362,0.028170854,0.505969746,21.18861444,103.9219973,1134.490763,68036.1624,737361.8,1240975.61,1682585.53,1543271.44,1817703.88,2098301.63,2953139.99,3476296,3756756.43,4310412.18,4993215.38,6096088.67,6091695.55,7001250.21,8713354.55,8198194.31,8571780.81,9888725.23,10958035.54,12295831,12530900.91,13158056.71,15727888.23,16318530
MG,3116506,Claro dos Poções,7.02E-05,0.001197647,0.003057359,0.021935851,0.315397927,12.25271509,53.51845175,755.6290984,48304.1008,411382.5,840059.03,1155286.45,1595267.29,2250613.19,2280561.71,2620879.83,2793214.43,3526458,3689207.12,4570336.96,5004719.72,5678076.95,6550977.35,8312956.92,8447554.04,9777200.87,11319882.58,11974164.87,13025639,13899127.61,14651955.95,16494900.6,17182953.73
MG,3116605,Cláudio,0.000812568,0.002203328,0.006235015,0.032992372,0.835823636,39.78959571,185.1696173,1952.728688,120806.9646,1078396.9,2271179.21,2897518.86,3136203.74,4154844.13,5686148.61,6742923.3,7974952.56,9705115.86,10212116.77,11795614,14975280.82,16603458.18,19678405.64,24540750.92,24575265.27,27983603.13,32234026.27,35694172.67,40821685.98,44944743.62,45975436.51,51656158.81,52036351.01
MG,3116704,Coimbra,0.00031578,0.000972429,0.002639041,0.015419395,0.228795418,12.38919502,52.53230131,545.1120667,48617.6209,494344.8,979901.77,1479423.04,1432423.64,1748844.13,2378491.17,2631192.27,2917666.59,3590570.59,3863715.2,4598048.1,5743641.91,6216971.31,6977004.72,8666738.81,8648663.71,9472786.9,11172130.35,11883532.88,11010380,13913827.35,14306895.87,16990773.97,17287420.84
MG,3116803,Coluna,0.000298332,0.000913141,0.002565974,0.018037615,0.250404218,11.40610229,63.22814931,953.2170159,49397.8082,505030,1075838.23,1367897.81,1527943.41,2234432.59,3129467.62,3383513.38,3868478.85,3849603.64,3930535.89,4383926.87,6054248.97,7166115.51,7617519.69,,9385529.14,10882476.68,13014386.95,12562160.68,13188237.87,14121651.09,15058513.01,16752373.32,16439276.82
MG,3116902,Comendador Gomes,0.000679814,0.002045711,0.006006867,0.03658023,0.807863709,16.20159615,91.00009102,974.0848688,57561.755,568820.5,1118094.8,1378298.31,1535424.24,2186958.88,2265627.69,2600627.68,3198852.23,3396613.2,3544040.16,4752267.52,5782382.01,5985569.61,6797517.05,8270584.72,7853365.08,8781768.4,10252602.47,11612062.41,12443177.27,13751829.61,14413037.39,16302480.48,17281848.62
MG,3117009,Comercinho,,0.001076108,0.002889173,0.020991033,0.236776218,12.06025084,49.41515047,727.7054946,65830.3909,602355.8,1164801.67,1547366.41,1794426.76,2322788.59,2730681.35,3334842.4,3510979.28,4095480.76,4557403.96,5072961.84,5233348.66,6775614.1,7123194.57,8827035.26,9525430.49,10162070.56,12539738.98,13424189.64,13960448,16117195.36,15866299.1,17961938.15,17332385.03
MG,3117108,Conceição da Aparecida,0.000433961,0.00131728,0.004757945,0.024486921,0.471698109,22.09081025,80.66206665,1011.593931,67005.2639,616524.2,1272761.69,1802893.11,1914620.73,2068477.37,2286964.9,2675884.77,3431953,3861978.35,3871741.58,4421694.27,5572492.41,6780034.18,8168252.56,12098508.73,12098508.11,13024526.46,13506709.7,14474092.87,16213072,19630140.7,19993499.24,23531305.58,24257527.95
MG,3117207,Conceição das Pedras,0.000362493,0.00118272,0.003550824,0.022493395,0.334791418,13.35013127,65.74748222,751.5887735,48425.9021,442162.2,839652.41,1228977.22,1301647.28,1427930.01,2072329.97,1991658.76,2345510.7,2757920.59,2905308.41,3328732.64,4075252.25,4503628.34,5170169.17,6578055.14,6449208.9,6935013.56,8279322.02,8581878.06,9510057.7,10297369.22,10548326.94,12210774.89,12229980
MG,3117306,Conceição das Alagoas,0.000941091,0.003700118,0.009744243,0.055253468,0.774982836,39.55151531,235.4770145,2542.009241,135838.4351,1542471.3,3562559.77,4242922.02,4932029.39,6396897.43,8114747.5,8829258,9057320.62,14740166.38,15137980.84,17234947.92,20976494.15,24123387.15,28196236.8,33301590.71,32147441.38,37072909.98,46249356.11,51934523.38,55809185.73,60567017.72,61997172.2,68270109.14,69992119.49
MG,3117405,Conceição de Ipanema,0.000405457,0.000997528,0.002388936,0.01545007,0.233062727,12.03238855,50.95087269,780.7063521,48901.0148,447309.1,869583.97,1180204.81,1246189.79,1602754.14,2247363.55,2055934.18,2459411.65,3146603.76,3189223.78,3683572.3,4488146.38,5195676.17,5796365.8,7459945.2,7409170.39,8257431.78,10100287.49,10862003.1,11958772.28,12290426.13,12242585.25,13714407.3,13326839.3
MG,3117504,Conceição do Mato Dentro,0.000624734,0.002008045,0.004935137,0.032999811,0.483600073,18.6562132,142.8108236,1497.383369,97726.8936,835607.7,1655599.05,2559385.32,2747110.08,4107082.64,3517776.46,5048636.62,5197536.51,6699528.9,6904303.77,7861167.04,9788848.72,10964508.17,12295228.98,15486159.53,15512689.66,17865193.35,23657514.92,23971676.23,32665963,32911848.56,48185580.67,64478152.17,86865525.63
MG,3117603,Conceição do Pará,0.000303092,0.001024984,0.002758063,0.015936969,0.236323782,17.13203844,80.21451869,1004.529147,48167.4881,593075.8,1074590.36,1315294.58,1397202.71,1333713,1622304.16,2059650.07,2561174.25,2977801.36,3144748.14,3672873.72,4722200.78,5452804.82,6745688.12,8518626.18,9547156.71,11607787.66,14085072,14968907.34,16077205.41,16704051.81,15851087.03,18514871.32,19199424.7
MG,3117702,Conceição do Rio Verde,0.000760189,0.00259671,0.007763017,0.042088964,0.620193673,26.25383247,122.9715472,1328.74908,99547.9047,832515.7,1357683.81,1780698.11,1951623.74,2424107.94,2820360.75,2848142.86,3753312.34,4777576.12,4996850.36,5704516.81,7225166.44,8105597.01,11129760.32,12115743.51,12122399.07,13340148.34,15481820.01,16321878.11,18093607,19607363.53,19543938.77,25385719.1,25362043.12
MG,3117801,Conceição dos Ouros,0.000366241,0.001100228,0.003020409,0.020352809,0.255340182,15.66416924,62.90619669,948.9078503,57531.471,576487.6,1124784.92,1423825.54,1757260.14,2398040.61,2507414.32,3159672.48,3251643.34,4031556.06,4254440,5302822.66,6359493.59,7594589.3,8724031.04,13112145.76,12494438.77,14339036.94,15648843.91,16580573.26,18697306.17,19519536.36,19914701.59,23449485.39,23046431.82
MG,3117836,Cônego Marinho,,,,,0,0,0,0,0,0,0,0,1410426.54,,2000635.37,2444307.24,2708743.05,3308455.57,3729845.97,4362614.74,5210600.18,5680480.2,7026800.15,8393675.86,8693355.33,9833108.12,11590939.67,12772410.27,12964003,14754991.86,14572492.27,16563229.12,16284928.18
MG,3117876,Confins,,,,,0,0,0,0,0,0,0,0,1342898.7,2325914.23,3577459.67,4344860.22,4023507.49,4446307.88,4918866.27,5825138.9,5899875.3,6337799.01,7704898.21,10528350.68,12283186.56,14551763.86,14611078.65,15911147.63,18343184,18661187.83,19209999.96,22230800.42,23555947
MG,3117900,Congonhal,0.000233879,0.000791929,0.002331865,0.013947713,0.422082327,14.95448011,71.14039455,883.2924483,56513.5366,478928.4,1011079.13,1465909.54,1656315.63,1819417.15,2329539.24,2613297.5,3128826.57,3810281.23,4156001.46,4884482.06,5980269.93,6401464.85,7373259.59,8941401.26,8881872.12,11260656.58,13486033.25,14150442.52,15662286.24,17537138.66,18874099.17,21486912.26,22441843.16
MG,3118007,Congonhas,0.002722116,0.007322825,0.031650163,0.192267995,6.301249746,218.2068667,1818.00954,17821.98941,1014127.369,12499574.4,28089660.55,25115374.21,18012075.1,16024915.43,17183272.44,20240489.55,29969855.85,34224906,34505068.7,45095233.11,60884395.87,77587843,92871614.68,113752664.5,117156230.4,153228522.5,187939892,201707539.8,230607801.8,247104619.8,230436904.3,250150928.1,268549062.7
MG,3118106,Congonhas do Norte,0.000333458,0.000908683,0.002548712,0.018617372,0.262756364,15.71826273,62.90619669,711.5284685,45432.5173,385192.9,867080.56,1080409.16,1193294.81,,,,2458852.07,2847615.86,3001832,3544315.99,4328301.45,4636197.86,5803853.89,7920233.04,7454766.16,7744010.9,8972627.46,9507509.27,10710928.89,11489263.39,11438163.57,13124963.85,12787314.14
MG,3118205,Conquista,0.001172305,0.003798073,0.009296371,0.033006473,0.520973673,19.58090716,92.54279745,1089.075211,71202.5849,661980.4,1599043.59,1919441.26,2186789.83,3116792.04,3625746.86,3951004.75,4560723.74,4586248.29,5695647.69,7106139.96,8063522.39,9096760.01,10083975.47,11943929.42,12214356.93,14575753.68,15228986.1,16973276.92,18537990.96,20005100.43,19647365.71,24312914.67,27380566.01
MG,3118304,Conselheiro Lafaiete,0.002631938,0.007420638,0.019261447,0.131636156,2.108371055,87.97246,503.8271797,6606.950271,428186.1706,3971114.9,7619089.2,8502809.35,8926852.26,13321199.96,13136469.17,21412230.12,25223708.09,26153643.53,28633588.51,32007749.99,40569055.84,47132961.58,66261573.32,80613232.74,83178657.46,93766613.33,112739150.8,120279087.3,130724896,144274591.4,147304443.9,167743854.6,171164870.5
MG,3118403,Conselheiro Pena,0.001629017,0.003673196,0.011131577,0.087904351,1.198268182,55.71028833,255.8665566,2643.433812,157475.6938,1334281.5,2683001.54,3306874.7,3682703.24,5797586,6261249,6329711.61,7429994.4,8305411.58,9151747.49,10200674.6,12136425.53,13379968.61,15357608.32,18773982.04,19760437.51,21126712.89,23776118.46,26195700.41,28173854.56,12590720.73,32058013.15,37048411.48,37638625.03
MG,3118502,Consolação,0.000255792,0.000785914,0.002917544,0.014424123,0.257323891,9.787084655,48.97890411,727.2847125,46079.2496,399486.5,802600.52,1080434.66,1102476.62,1200349.39,1356745.04,1500172.02,2045031.35,2393984.9,2579063.78,2887828.87,3742622,4094271.26,4806047.05,6008597.89,5969146.31,6697177.98,7949460.65,8353217.75,9247801.39,9877696.21,10070589.11,11748571.77,11531020.28
MG,3118601,Contagem,0.034554017,0.101277113,0.276629151,1.752785744,2.378725418,1507.291106,8522.268782,107525.8591,5489170.982,52356018.8,100867020.5,116362214.8,99491576.62,120279930.9,163319419,200812962.2,218897920,191604353.5,261527093.8,307324294,354520125.1,383490450.6,430449717.5,527506610.7,535106983.6,620549840.6,675532886.8,764820799.1,814365615,869541381.8,889414419.2,972698493.5,968586557.2
MG,3118700,Coqueiral,0.000605845,0.001760379,0.006203386,0.033440681,0.5120716,22.88622622,90.61414313,1146.856283,73704.4642,715792.9,1376102.96,1744763.7,1976012.56,2801102,3097577,2815436,3536990,4151763.66,4259186.48,4963810.99,5883839,6271244.69,7024192.67,8834404.31,9377707.3,10153317.12,11601647.02,12924961.27,13735893,14357215.7,14877374.53,18126771.9,14473685
MG,3118809,Coração de Jesus,0.001100099,0.00377948,0.010297785,0.067760267,0.962052655,44.86017887,188.4050304,2253.59508,202612.7735,2433646.2,3756214.95,4253542.8,4190170.2,,,8926193.93,10093432,11373226.57,11131180.37,11857237.9,13519625.46,15388249.94,17771169.79,21621111.54,22053128.25,25121692.46,29051666.19,31576104.2,33299487.95,36866651.45,38327255.12,41425457.97,42240991.79
MG,3118908,Cordisburgo,0.000393151,0.001157843,0.003218992,0.021021447,0.313189746,15.59025105,85.30799553,884.1354781,55117.9115,455181.1,886660.09,1250316.54,1255905.23,1929543,2073531,2235695,2923647,3757667.41,3807685,4229170.94,5119819.01,5567017.46,6371137.7,7922648.74,7936854.29,8752634.29,10264999.37,10765731.15,11875123.37,12979271.43,13385130.68,15452683.59,15862545
MG,3119005,Cordislândia,3.77E-05,0.001223471,0.003100597,0.02060636,0.311819236,12.24330782,52.12830902,751.132774,50723.4101,444472.7,837484.6,1159949.87,1261520.91,1515606.17,1871204.39,2093639.62,2405012.12,2983513.43,2995757.73,3312922.72,4110288,4501287.12,5684174.05,6841205.79,6809071.43,7338944.24,8717553.27,9300771.89,10175145,11575425.03,11368452.9,12605757.6,12676607.39
MG,3119104,Corinto,0.00090003,0.002834987,0.007721338,0.050296242,0.9196192,42.11893673,203.3806848,2042.975167,129455.9744,1106219.3,2177720.81,2666520.17,2903580.54,,4764121.01,5888597.96,6902287.18,7755745.64,8525010.19,9745408.56,11636864.99,13220761.2,15436863.86,18994718.43,17984181.65,20345440.81,26742172.44,28247902.06,31664486.59,34683580.14,36896238.37,41465440.21,41923983.36
MG,3119203,Coroaci,0.000352161,0.001067785,0.002978405,,0.480458582,21.21498531,90.91678491,980.0478711,62513.0112,541209.4,1081066.35,1416908.67,1771040.33,,,3473815.88,3963767.45,4276907.29,5259748.82,6064077.41,7715512.49,8387031.21,10053287.75,12657518.8,11906881.32,13716260.87,16308270.67,17399916,19733561.48,21004764.85,21215652.19,25275169.11,23599260
MG,3119302,Coromandel,0.001341995,0.004303444,0.012570408,0.076099766,1.092524618,50.01363884,221.3161973,2514.669959,127812.5468,1540555,4101858.28,5191822.15,6184108.84,6914798.58,7855244.29,8821916.16,10612301.92,11713333.48,12106274.33,14181353.8,17427138.47,19285702.13,22467802.19,27573769.69,27064540.25,31892155.52,36536831.67,39421061.19,43022556.65,53056480.43,52581162.31,59361150.72,61604964.14
MG,3119401,Coronel Fabriciano,0.002446671,0.008164267,0.024706167,0.161296621,2.425005927,94.56615476,433.9420351,5607.738758,336361.0016,3261011.2,6541094.62,7442533.04,8339638.42,12865167.11,15127005.74,17468978.27,,23525669,24735029,27319065,33487090.24,37561553,44357071,54815813,61250038,69697185,82582939,89820934,101090347.3,110474547.5,111974961,126418240,136051404
MG,3119500,Coronel Murta,,,0.002522898,0.015693696,0.230119127,13.38295433,59.4918256,767.6413501,50744.8883,404336.8,795360.49,1387640.98,,1585475.23,2231628,2256425.07,2757603.93,3331323.83,3814735.6,4801925.88,,6974066.78,,9643082.74,10098732.99,11452378.28,13982376.84,13395085.48,14455056,15811352.34,16428969.81,20260623.08,19065135.02
MG,3119609,Coronel Pacheco,0.000349602,0.001088746,0.003020542,0.020334093,0.2952268,13.19656327,55.6659296,602.7885195,49530.4841,475003.2,888472.38,1167366.13,1218186.87,,,2183210.24,2571701.42,2983774.95,3208493,3664868.66,4409316.06,4899493.22,5676570.36,7066219.57,6981028.4,7580655.17,,,10051029.66,10706780.79,,13064674.63,12543227.9
MG,3119708,Coronel Xavier Chaves,0.000241495,0.000754924,0.002078268,0.021758111,0.2745452,10.46896891,48.17955502,722.5098615,46768.1611,407051.3,789248.73,1038989.58,1201622.53,1690362.73,1870197.22,1943951.92,2386137.05,2722852.24,3016308.59,3406016.63,4204897.99,4618595.49,5375047.61,6612603.28,6752883.67,7152803.82,8632730.61,9261224.87,10204041,10938710.03,11290131.5,11066904.67,11247051.14
MG,3119807,Córrego Danta,0.000365962,0.001108851,0.003143425,0.018960034,0.320570364,14.76939716,66.1132692,766.5681943,60193.7262,559470.1,1102334.6,1268197.46,1394816.78,1711167.35,1796859.01,1933169.02,2458567.8,3206472.49,3269028.23,3866131.9,4553623.96,5069854,6027245.07,7240021,6968971.58,7562456.64,9137445.46,9319631.17,10530936.75,11244930.37,11721565.72,13462972.14,13404493.32
MG,3119906,Córrego do Bom Jesus,0.000267837,0.00082036,0.002129058,0.014923456,0.384210255,16.5897728,0,731.32218,49221.7689,436507,865874.6,1091631.9,1146985.16,1151227.43,1544166.42,1471516.91,1706153.23,2288110.37,,3120731.12,3912418.56,,4994533.06,6399232.25,6415125.79,6957235.13,8275389.49,8790547.83,9500048,10424571.08,10368854.04,12270140.53,12695745.48
MG,3119955,Córrego Fundo,,,,,0,0,0,0,0,0,0,0,,1532991.21,1818608.47,1909858.47,2712022.96,3120002.66,4071492.82,4952925.26,6249042.89,7211484.05,9236240.15,10264727.42,9829378,10628020,11909715,13355011,15426066.24,16868988.74,16604296.73,19138415.57,19367427.04
MG,3120003,Córrego Novo,0.000519087,0.001151574,0.002867404,0.016636538,0.267150146,12.58482509,54.79401309,571.9786836,48995.5081,531125,0,1602634.73,1237537.84,1686908.99,1666837.29,1919509,2333755.19,2851210.85,,3426944,4197774.89,4828863.38,5428242.32,6838817.09,6885911.6,7606645.55,9402609.03,9645104.8,10227000.98,11058994.19,11116482.91,13142388.71,12450906.81
MG,3120102,Couto de Magalhães de Minas,0.000243128,0.001026611,0.002998099,0.018857773,0.2930416,15.48237815,68.67314575,712.8248137,47324.9453,676988.3,908844.19,1365331.26,,1861252.26,1903129.18,2260338.04,2162257.8,3058308.83,3470729.81,4092919.91,5132099.55,5254426.87,6101039.62,7624806.48,7243227.06,7916767.82,9241511.68,9746849.52,11003287.05,12071430.36,12582861.87,14305926.61,14838560.94
MG,3120151,Crisólita,,,,,0,0,0,0,0,0,0,0,1108294.26,1561807.43,1702245.7,1950633.53,2506165.77,3386608.84,3601148.15,4425657,,6313974,7166448.03,9178011.09,9043447.54,9880679.9,11293844.87,11936897.06,12978223.51,14337549.71,16113159.14,17085185.63,15515317.88
MG,3120201,Cristais,0.000449365,0.001323499,0.004075354,0.023927167,0.338129091,13.78668622,69.33873825,787.813647,50617.7349,834612.5,1170203.22,1772700.63,1989089.6,2186959,2459380,2660221,3821781,4171850.99,4807457.16,5573843.66,7762196.52,10004407.55,11475538.72,14064593.5,15044912.54,16092800.41,18046147.67,19532720.31,21208455,22310337.85,22470679.92,25202770.38,26259653.6
MG,3120300,Cristália,0.000430762,0.001307623,0.003632076,,0.276430873,11.18286018,45.88598473,492.8609705,45134.0736,382249,781200.0699,1115282.91,1271853.05,1219239.72,2166783.95,2521859.95,3366195.33,3624662.7,3767806.18,4735330.97,5630276.5,6370193.65,7512950,9464743.04,9233218.08,10397876.74,12506811.01,13305387.5,13525195,15615562.57,15922760.99,16798801.6,16389865.85
MG,3120409,Cristiano Otoni,0.000334324,0.001060528,0.002866509,0.020595029,0.323176073,12.84697604,54.21464927,782.2888031,50939.4732,498941.3,0,1246138.59,1533082.77,2044457.2,1676251.38,1914513.77,2709260.1,3170296.08,3468887.29,3937198.06,5073333.48,5714558.55,6255856.33,,,9452847.08,10491267.9,11443059.97,12372897.64,13130522.06,13496082.23,16256499.73,15298312.27
MG,3120508,Cristina,0.000452496,0.00135,0.003736969,0.021851212,0.2882816,22.10248942,118.2740883,1352.259453,80099.2545,740751.1,1483905.31,1729461.52,1930927.05,2588703.15,2937864.54,3449296.28,4162921.33,4820393.16,5059104.32,5786672.97,7071065.09,7646322.45,8682040.84,10663345.47,10778483.53,11995230.16,14303151.05,15124097.95,16860567.98,18604146.69,18998062.76,21954606.55,21944671.59
MG,3120607,Crucilândia,0.000329852,0.000997533,0.002612649,,0.402547564,15.98082509,68.75519065,736.2066021,47952.8945,391235.2,0,1137177.31,,1669714.77,1882689.2,2057004.27,2506809.65,2715322.11,2801903.47,3037974.21,4229617.79,5410614.33,5757982.16,7553227.21,8231365.42,8935697.84,9424891.38,11494236.54,12161443.46,,12742428.72,14301319.97,16215422.83
MG,3120706,Cruzeiro da Fortaleza,0.000353929,0.001274242,0.00292172,0.021289308,0.344029236,12.95752942,68.10801098,792.8235742,49513.1593,427816.5,880219.51,1174872.04,1282006.33,1384476,1738259,1998441,2465285,3257687.45,3630071.45,4207233.71,4641279,5836796.88,7579914.11,9422763.74,8904942.16,10073068.79,11131232.78,12912682.91,13686959,14092375.18,14995850.9,16947896.96,17346495.91
MG,3120805,Cruzília,0.000482001,0.001333976,0.003832794,0.026913845,0.405160655,16.79208633,81.30037727,1435.698976,66026.7453,815699.2,1651836.01,2162807.82,2228887.32,2876110.67,3071263.52,3591219,4651977.5,5707864.81,6212023.23,7213870.87,9080558.85,9668910.76,11703627.91,14417928.18,15109243.19,16539077.19,,,21553566.16,22732569.88,24987497.12,29944168.45,30248833
MG,3120839,Cuparaque,,,,,0,0,0,0,0,0,0,0,,,,2176585,2559626,3320719.56,3065650.45,3628761.04,4225521.62,4803654.31,5778626.72,7275118.09,8076189.33,8124330.99,9740955.62,10224143.03,11126584.34,12052148.1,13152475.48,15301407.9,14538512.11
MG,3120870,Curral de Dentro,,,,,0,0,0,0,0,0,0,0,,1882965.22,1824549.25,2094877,2500064.99,3216946.33,3557631,4106979.47,5347765.66,6290777.65,6820246.06,8471987.04,8501092.74,9522534.24,11419826.37,12115166.67,13500640.7,14533149.3,15110240.22,17136612.12,16461486.25
MG,3120904,Curvelo,0.002095255,0.006709322,0.022188456,0.145152002,2.133696473,79.47704298,454.5947934,5592.035744,323754.9037,3340754,6286392.32,7677193.22,8293060.04,9928894.68,11174949.78,12757612,16295010.16,18508745.26,20466371.12,23199611.54,29388806.99,32436354.97,39585987.41,49387213.58,51509871.65,57803310.93,67109998.38,73963873.39,95412947.6,108312652.3,115120454.9,129658824.4,127193746.9
MG,3121001,Datas,0.000330964,0.001029018,0.002660426,0.019026872,0.281382873,15.71455487,65.60000164,706.5118837,45149.1439,383324.2,828308.7,1116494.96,1154215.86,1537592,1753962,1951524,2913458.98,3601196.54,3021068.09,3524054.98,4403602.34,5123651.59,5991685.17,7724767.38,7900205.19,8761915.68,10588384.24,,12356842.67,13564553.53,13461044.85,15204746.79,14800119.12
MG,3121100,Delfim Moreira,0.000489039,0.001462138,0.004361643,0.030636367,0.519576946,16.95366335,71.68751873,696.4366701,42725.7307,466686.3,885639.88,1231580.01,1328707.96,2005228.85,2257871.9,2499391,2843987.52,3142283.85,3439496.29,3998385.51,5172743.2,5853359.23,6865155.42,7568180.71,9016159.5,9914736.23,10913808.91,12011927.45,13274891.3,13939525.28,14716075.18,16815817.27,16786712
MG,3121209,Delfinópolis,0.000421289,0.001383512,0.0042635,0.029877474,0.472987927,18.12416276,71.37127651,1113.732762,76428.1085,854287.7,1740155.36,2335325.66,2336968.28,3647653.71,3292093.07,4044301.11,3443612.84,3894931.99,4282525,4282523,9205132.9,10623841.7,11864032.05,13543414.41,13906497.74,,17771512.52,19588340.54,21364901,21303088.01,,25393373.59,
MG,3121258,Delta,,,,,0,0,0,0,0,0,0,0,2609687.92,2917953.75,3666500.62,4337141.14,5061695.3,5329790.77,5939748.81,7150776.21,8069696.37,10437385.05,13268216.11,16042454.5,14150052.4,15157976.32,19604652.88,22860308.31,24835597,22707264.9,27287233.6,27644031.2,28397383.18
MG,3121308,Descoberto,0.000361646,0.001091253,0.003093051,0.021074981,0.319787127,21.43624505,97.15513865,1033.427824,65067.6222,611022.9,1317718.38,1288640.3,1464317.4,1658284.39,1922586.58,2147803.28,2416173.45,3219268.38,3192048.7,3770543.78,4764116.77,5637022.56,6449254.56,8356031.26,8184212.06,9566266.11,,,11273389,11758774.33,12213876.6,14001534.94,14167430.19
MG,3121407,Desterro de Entre Rios,0.000351323,0.001082982,0.003083248,0.020217261,0.301429491,11.32824393,51.07441593,753.4644677,50054.6924,487036.4,975226.11,1227726.89,1298279.06,1656511.87,1836853.31,1802109.81,2464315.46,2894066.75,3134643.13,3662222.86,4509613,5212385.89,6366976.91,7296992.11,7279241.15,8444011.07,9531282.53,9735036.13,10955979,12419318.06,12855207.62,14878956.67,15265486.61
MG,3121506,Desterro do Melo,0.000243197,0.00076216,0.002232938,0.014388881,0.279914655,11.15469124,47.27571538,710.3213949,46751.829,386420.3,545083.67,1060832.55,1079990.05,1486273.09,2023389.74,2248114.19,2542218.6,,,,4588638.94,5267473.55,5720347.02,7108892.28,6988722.92,8273548.65,9441647.44,10770795.6,11136368.65,12113654.37,12464625.13,14752820.85,13943371.12
MG,3121605,Diamantina,0.001376945,0.004566918,0.013914292,0.090232313,1.273647455,57.64156524,260.8084648,3285.112925,184962.1455,1825947.1,3827472.95,4926025.17,5386784.05,7282369.67,7918321.2,9395449,10621556.19,12400447.58,13423064,16425082,,22131990.58,25835170.72,31669550.68,33759543.85,39495967.58,44220937.56,54293781.41,58416436.66,60972559.46,68623747.1,73581275.53,80348335.51
MG,3121704,Diogo de Vasconcelos,0.000472294,,0.003799287,0.026666227,0.197265164,15.36793378,65.08727142,711.6034657,45312.1918,391642.9,792209.72,1059099.94,1111649.15,1738024.97,1704469.62,2033736.22,2282639.33,2797400.15,3107178.01,3793469.49,4453667.08,4967927.82,5845806.74,7048920.23,7363020.54,7808823.29,9238616.96,9000675.55,10913707.76,,11518022.55,13493958.18,13572762.85
MG,3121803,Dionísio,0.000707653,0.001988721,0.006065812,0.039427242,0.732522546,29.9220156,123.0392034,1258.734961,77471.0114,761858.2,1416050.82,2026890.57,1916226.52,2463971,2349725,2917918,3600263.55,4237454,4601375,5353392,6412077,7230823,8076937.19,10123476.13,9843526.55,10887702.76,11088755.58,11931937.6,12555480.96,13214845.68,14135578.33,16272017.99,16142099
MG,3121902,Divinésia,0.000348661,0.001088415,0.003172362,,0.284464727,11.30754829,47.10528495,733.2039986,46891.0886,421735.4,671681.79,1105492.58,,1319998.9,1603420.15,1845492.1,2179112.53,2743487.98,3062962.15,3657185.15,4422082.85,4879266.41,5587335.65,6745100.54,6547008.12,7539799.96,8815905.1,9130595.11,10509088,10754950.99,11447250.41,14080409.3,14210398
MG,3122009,Divino,,0.004541492,0.011398141,0.076574994,1.158960509,46.58696905,188.5154759,1953.266359,126484.5299,725577.7,2291579.47,2954598.49,3023275.69,3366103,3924152,4365339,6078646.48,6831570.28,7250670.18,8456646.31,10502550.64,11277659.17,13219618.09,16476797.15,16698707.3,19446453.36,23226260.55,25761771.38,26059190,27832685.67,28433789.78,33719850.24,33905201.6
MG,3122108,Divino das Laranjeiras,0.000562251,0.001338278,0.004523702,0.029301199,0.416544146,17.72154247,64.57988847,553.1026047,48685.5349,467882.7,887330.36,1107704.22,1163354.01,1577762.34,1829596.4,2102074.97,2388174.61,2702696.38,3078285.94,3325652.67,4325970.81,4363482.02,5421382.75,7356124.69,8173681.3,8317964.76,9020155.84,11577195.82,11267391.98,,13486346.43,15748822.75,14281986.28
MG,3122207,Divinolândia de Minas,0.000368974,0.001279103,0.002845789,0.019324623,0.279647491,15.62725385,66.63587109,719.8243297,46259.913,438748.5,967783.53,1348703.49,1327585.51,2034441.89,2544318.08,2569419.65,3073969.02,3413716.05,3730275.67,4248732.93,5148641.85,5994812.83,6989192.82,8506379.19,8586415.5,9170252.89,11010494.11,11722320.41,12581787.91,13736079.57,14430022.04,16245767.1,16594091.27
MG,3122306,Divinópolis,0.006186547,0.021496837,0.067769742,0.475124645,9.303611455,362.7013947,1654.959581,20672.49259,1044866.073,9980552,20981570.2,23721124.53,26451335.99,47285338.46,51725516.88,58439150.58,66731332.59,76742019.74,83610468.66,105009915.4,124248745.6,134858592.1,158914903.1,197241327.5,198323496.3,220630033.3,242059542.4,260607567.9,266873929,294788909.2,317709860.5,348778419.3,359932331.3
